filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	wtKITAT1	inframeKITAT1	frameshiftKITAT1	wtKITAT5	inframeKITAT5	frameshiftKITAT5	slc5a2_dich	qRNA	WT_KITA	mutant_KITA	KITA_confirmed	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_D05	211004	1	NS559	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.99311462	0	.00688538	.21426542	.53964194	.24609264	0	1	5		1	17.205543	.2041776	.44396845	.7146216	2.5720728	1	21	70	589757	7281	6538	5887	1895	81	3.443e+09	2	7151185	263275	159	315	240	144	124	656470	9257	22945.925	14510.795	2.12e+08	5507.968	-6.27e+07	3	4866.161	1338304	1798381	97_SLC5A2	1	1	1	2.483333	1	1	5	2.460124	1.815517	2.460124	2.019086	1.815517	.4238958	-.9956002	1.230818	1.818646	2.527302	1.049131	.2922246	0	-.9191355	-1.128144	-.4477675	-1.071487	1.036433	1.439531	.8122178	1.110772	.3186394	-1.072861	-.9345893	1.23544	1.330562	1.001331	1.23544	1.56892	.9345893
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_C07	211004	1	NS572	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.17647059	.27977044	.54375897	1	0	0	1	4		1	1	18.043141	.1361184	.14270414	.0680592	.5455912	1	34	83															306	788366	23283	13927.536	11879.222	3.24e+08	-348.38	1.15e+08	32	4574.934	1189695	1643238	97_SLC5A2	1	1	1	3.683333	1	1	5	1.534121	1.054472	1.429788	.9109555	1.258162	-.8363019	-.3003779	-.0288158	-.8375226	-1.262145	-.7215223	.4465882	.8284646	1.071487	.9674216	.1867561	.9191355													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_F06	211004	1	NS568	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	0	.44179894	.55820106	0	1	5		1	19.299536	.170148	.04756805	.510444	.4676496	1	30	79	431847	6259	7349	6076	1913	69	2.377e+09	2	6533237	187368	168	288	166	140	239	1002352	17861	20533.43	18134.613	3.67e+08	-1258.828	445756.3	6				97_SLC5A2	1	1	1	3.316667	1	1	5								.5951785	-1.230818	1.116127	-1.808117	.6124654	2.085356	.2983552	.3145723	.3803256	-.1241019	.5244005	.3629173	.0627068	1.731664	-.4079188	-.755415	-.8122178	1.001331	.4079188	1.191816	.6229257	-.5977601	.5729675
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_A06	211004	1	NS564	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	0	.46508648	.53491352	1	0	0	1	4		1	1	9.6671692	.1361184	.19027219	.0340296	.389708	1	26	75	296142	7793	6522	12328	3632	38	3.959e+09	1	3150411	125407	115	230	151	130	197	457608	14160	11328.704	9563.0016	1.60e+08	-164.0925	9876006	21	3894.168	945786.1	1207759	97_SLC5A2	1	1	1	2.966667	1	1	5	-.4887764	-.1926639	-.6527943	-.1826502	.017408	.0748947	-1.658472	-.0288158	-1.818646	-1.818646	-.0590137	-1.171546	-1.128144	-.2501529	-.4138112	-.8284646	-.0929718	-1.439531	-.5005801	1.150349	1.001331	.871771	1.56892	1.330562	-.5977601	-.7009514	-.6229257	-.3406948	-.871771	.1891184
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_C08	211004	1	NS579	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.97384508	0	.02615492	0	.5914943	.4085057	0	1	5		1	17.729042	.2041776	.63424064	.4764144	1.4808904	1	41	90	828275	7530	6360	8871	2680	110	7.107e+09	2	11650694	303878	201	334	268	143	216	779412	16438	11583.375	10553.447	1.90e+08	-1099.519	1.49e+07	46	4394.101	1237352	1658266	97_SLC5A2	1	1	1	4.333333	1	1	5	.7882413	1.429788	1.658472	.1092005	1.429788	.4651961	.2282596	1.230818	.4948732	.7392254	1.315817	.3837693	.7441428	.030951	0	-.5530241	0	2.39398	1.731664	.9345893	.755415	1.56892	.4079188	.0627068	2.39398	1.959964	2.39398	1.439531	1.959964	.8416212
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_H05	211004	1	NS563	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.11325521	.19928426	.68746053	.9711636	0	.0288364	1	4		1	1	7.1543778	.1020888	.07928008	.340296	.5455912	1	25	74	171057	6842	5213	8616	3091	25	1.474e+09	1	1668380	73417	85	200	153	96	144	383050	11920	8307.324	7010.7779	9.90e+07	-118.7753	1.27e+07	7	3862.846	919587.4	1240971	97_SLC5A2	1	1	1	2.883333	1	1	5	-.5688699	-.3003779	-.4887764	1.407024	-.017408	-.7843482	-1.258162	-.6835603	-.8375226	-.0288158	-1.389417	-1.899709	-1.403413	-.7856053	-.6266873	-1.324958	-.030951	-2.39398	-1.439531	.5005801	-.3186394	-1.150349	.2318344	.5485223	-1.731664	-1.731664	-1.731664	-1.23544	-.8122178	-1.439531
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_D08	211004	1	NS580	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.05342081	0	.94657919	1	0	0	1	4		1	1	15.530349	.0680592	.66595267	.4083552	1.558832	1	42	91															356	689100	24720	19175.168	16842.188	4.74e+08	-1064.14	1.40e+08	25				97_SLC5A2	1	1	1	4.408333	1	1	5								-1.230818	.6124654	.3072926	1.429219	.0720919	.1241019	2.085356	1.593219	.7441428	1.188674													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_G07	211004	1	NS576	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.9532566	0	.0467434	.00867877	.70709147	.28422976	0	1	5		1	14.064554	.1361184	.14270414	.3743256	1.0911824	1	38	87	498850	6159	6462	7016	2772	81	3.474e+09	2	6979677	255666	180	306	217	150	367	839666	25688	21055.906	17828.986	5.41e+08	-369.1175	1.82e+08	15	4391.846	1682102	1240851	97_SLC5A2	1	1	1	4.083333	1	1	5	.741594	2.460124	-.5283993	-2.444812	-2.036834	-.3039132	-2.036834	-.0288158	.0720919	.1883852	-.7215223	-.144561	1.071487	2.502106	1.868242	1.128144	1.714594	1.036433	.8122178	-.0208901	.8122178	.3629173	-.2749777	.3186394	1.150349	1.23544	1.56892	1.001331	.9674216	1.150349
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_D06	211004	1	NS567	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	0	.36728919	.63271081	0	1	5		1	21.07943	.3743256	.17441618	.0680592	2.8838392	1	29	78	903550	8946	8061	8565	2663	101	7.712e+09	2	11248647	356970	185	341	260	164									1				97_SLC5A2	1	1	1	3.216667	1	1	5								2.527302	2.527302	-1.262145	-.2839215	.9223964						1.959964	2.39398	1.731664	1.959964	1.959964	.1891184	.0208901	1.959964	2.39398	1.731664	1.56892	1.731664	1.731664
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_A08	211004	1	NS577	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	0	1	0	0	1	5		1	19.613635	.170148	.87208088	.4423848	2.0264816	1	39	88	494319	6028	5367	6898	2149	82	3.328e+09	1	6532892	207282	151	298	202	135	340	820228	24547	21345.538	17632.588	5.24e+08	156.5022	1.70e+08	59	4355.647	1210570	1562862	97_SLC5A2	1	1	1	4.2	1	1	5	.5688699	1.258162	1.054472	.1826502	1.534121	1.782751	-1.534121	.5951785	1.116127	.4465882	2.104968	.6835603	.9191355	1.593219	1.491606	1.071487	1.403413	1.191816	.755415	-.2318344	-.146745	.2318344	-.4079188	-.5977601	.9345893	.6484922	.6229257	.755415	.4537622	.4307273
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_B08	211004	1	NS578	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.351102	.02280882	.62608919	1	0	0	1	4		1	1	13.017558	.0680592	.63424064	.3062664	1.0911824	1	40	89	318470	6124	6277	8401	2718	52	2.652e+09	1	3730825	130931	145	200	181	112	203	583634	16031	10350.27	9168.8056	1.66e+08	-668.8687	2.53e+07	0	3744.53	908043.2	1268380	97_SLC5A2	1	1	1	4.25	1	1	5	-.8366706	-.4117051	-.2282596	.0727199	-.3003779	.8906177	-1.184763	-1.230818	.0720919	-.2474013	1.315817	-.414974	-.3803256	-.2183448	-.0619316	-.7441428	.2183448	-.2318344	-.4079188	-.0627068	.6484922	-.1891184	.0627068	.1891184	-.1891184	-.5005801	.167894	-1.23544	-.0417893	-.755415
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_E05	211004	1	NS560	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	0	0	1	1	0	0	1	4		1	1	15.530349	.170148	.72937674	.510444	1.6367736	1	22	71															330	862551	24783	19996.698	16269.571	4.96e+08	445.4329	1.76e+08	29	4336.027	1133305	1452415	97_SLC5A2	1	1	1	2.583333	1	1	5	.5283993	.9399909	.2282596	-.2197229	1.339046	-.2649541	-.7882413	.5951785	.7018726	1.116127	1.616981	.0720919	1.188674	1.491606	1.714594	.8284646	1.593219													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_C06	211004	1	NS566	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	0	.37277487	.62722513	0	1	5		1	11.237664	.1361184	.3964004	.4764144	1.3250072	1	28	77															155	834564	10202	21379.232	20128.348	2.18e+08	-2808.655	-1.98e+08	20	3949.773	989645.1	1322528	97_SLC5A2	1	1	1	3.116667	1	1	5	-.3003779	-.0871459	-.1221531	-.6631314	.264147	.3039132	-1.117247	-.0288158	.3683079	.7392254	.9064346	-.6476036	1.018076	-.6266873	-.9191355	-.3472613	-2.085356													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_G06	211004	1	NS569	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.09143882	.0851636	.82339758	1	0	0	1	4		1	1	13.855155	.3062664	.41225642	.5785032	.4676496	1	31	80	369312	6260	5889	9533	3626	59	3.731e+09	2	4013239	151598	148	224	176	143	173	664870	12592	11105.667	8353.3109	1.40e+08	1066.409	1.98e+07	0	4381.316	1066462	1484042	97_SLC5A2	1	1	1	3.416667	1	1	5	.6527943	.3740954	.4499066	.7566237	.5688699	2.006752	-1.429788	2.114381	-1.230818	1.628361	.9993048	-.2474013	.0619316	-.4822482	-.5530241	-.9674216	.0619316	.0417893	.1046335	.1046335	.3406948	.5485223	.5977601	1.23544	-.0627068	-.1046335	.4307273	-.5729675	-.2104284	.8416212
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC5A2_211004_A07	211004	1	NS570	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	0	1	0	0	1	5		1	19.927734	.170148		.510444	2.727956	1	32	81	876117	8850	7183	8232	2160	99	7.439e+09	1	9124433	297951	170	350	229	160	65	1346518	5424	15576.603	14031.071	8.45e+07	-1284.928	-1.79e+08	53				97_SLC5A2	1	1	1	3.516667	1	1	5								.5951785	2.114381	1.116127		.7582926	2.502106	-2.085356	-2.085356	-1.593219	-1.868242	1.731664	1.959964	1.56892	1.439531	1.731664	.0208901	-.5485223	1.731664	1.731664	1.330562	2.39398	1.23544	1.56892
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_G08	211014	1	NS548	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.46202532	0	.53797468	1	0	0	1	4		1	1	10.195693	.1361184	.20612821	.340296	.779416	1	10	59	236632	5503	4476	9514	2696	43	2.319e+09	1	2617962	100839	101	214	142	126										3592.507	848438.1	1077871	97_SLC5A2	2	2	3	8.383333	2	2	5	-1.258162	-.8366706	-1.184763	-.7566237	-.1926639	.6862788	.264147	-.0288158	-.3376431	-.0288158	.0737913	-1.014499						-1.072861	-.9345893	-.5977601	-.7009514	-.4537622	.5485223	.146745	-.871771	-.9345893	-1.439531	-.8122178	-1.110772	.0208901
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_G09	211014	1	NS555	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.31712707	.26823204	.41464088	1	0	0	1	4		1	1	9.1227572	.1361184	.19027219	.0340296	.4676496	1	17	66	234516	4786	3371	10030	3190	49	2.406e+09	1	2256886	100242	108	223	127	106	205	445224	15297	17344.937	15025.363	2.65e+08	-711.3148	-2.27e+07	0	3735.027	900835.6	1074806	97_SLC5A2	2	2	3	9	2	2	5	-.8871465	-.4887764	-1.258162	-.145827	.1221531	.2649541	1.054472	-.0288158	-1.230818	-1.818646	-.0590137	-1.262145	-1.188674	-.1085237	-.2822162	-.2822162	-.5173122	-.4079188	-1.001331	-1.150349	-1.731664	-.3629173	.8122178	.5977601	-1.150349	-1.072861	-.9674216	-.6484922	-1.501086	-1.001331
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_F03	211014	1	NS510	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.24900482	.22229206	.52870312	1	0	0	1	4		1	1	9.8738121	.1020888	.17441618	.2722368	.7014744	1	21	21	196474	5954	4370	4761	1472	33	9.429e+08	1	2026962	84729	108	200	132	102	165	373102	11607	8775.2776	7740.6819	1.02e+08	-527.8586	-2812618	0	3465.649	763621.2	1042282	97_SLC5A2	2	2	2	3.833333	2	2	5	-2.036834	-1.658472	-1.658472	.3716615	-1.658472	-.0748947	2.036834	-.6835603	-.4307273	-.3993231	-.2839215	-1.116127	-1.593219	-.5894558	-.6648088	-1.253905	-.1867561	-1.731664	-1.150349	-.3186394	-.8122178	-1.56892	-1.439531	-1.439531	-1.439531	-1.330562	-.9674216	-1.23544	-1.23544	-1.072861
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_B01	211014	1	NS491	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.225058	.10672854	.66821346	1	0	0	1	4		1	1	7.8352346	.1361184	.11099211	.2041776	.6235328	1	2	2	283634	5788	4802	6990	2527	49	1.859e+09	1	3544619	142126	109	272	182	142	146	337776	10666	20259.478	17650.521	2.16e+08	-951.1058	-1.38e+08	0	3665.043	850292.4	1198413	97_SLC5A2	2	2	2	1.833333	2	2	5	-1.117247	-.7882413	-.6965074	-2.019086	-.5688699	-1.008045	-.4887764	-.0288158	-.5780677	-.6654744	-.9288995	-1.628361	-2.085356	-.7441428	-.7856053	-.3803256	-1.324958	-.4079188	-.6484922	-.4079188	-.5485223	-.8122178	-.3186394	-.1046335	-.2749777	-.1891184	-.871771	.3186394	.0417893	.7279133
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_H08	211014	1	NS549	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.07177715	.21695811	.71126474	1	0	0	1	4		1	1	18.779177	.1361184	.36468837	.4764144	1.7147152	1	11	60	382170	5704	5893	10535	3024	67	3.877e+09	1	4025312	166131	125	260	161	123	87	727952	6086	291.78294	228.54724	1775791	15.06489	8.62e+07	25	4360.824	1042671	1501851	97_SLC5A2	2	2	3	8.433333	2	2	5	.6102946	.1573107	.6102946	1.159195	.5283993	.1881663	1.429788	-.0288158	.8172368	.7392254	.7603275	.5780677	.3145723	-1.714594	-1.868242	-2.502106	.6266873	.3853205	.146745	-.4537622	.4079188	.8122178	1.001331	.5005801	-.0208901	.0208901	-.3406948	.0836517	-.6744897	-.1891184
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_H01	211014	1	NS497	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.83563748	.16436252	0	1	5		1	10.41028	.1020888	.0951361	.2722368	1.0911824	1	8	8	404119	6123	5619	4826	1527	66	1.949e+09	1	4315435	168521	120	268	223	119	167	521802	13022	12769.834	11321.307	1.66e+08	-835.7039	-2.85e+07	71	3764.172	881276.3	1260934	97_SLC5A2	2	2	2	2.483333	2	2	5	-.741594	-.6102946	-.3370077	-1.407024	-.6527943	-.5073057	-.741594	-.6835603	.0720919	-.3993231	-1.129176	-.9446696	-.6266873	-.5530241	-.5173122	-.7039218	-.5530241	.2749777	.1891184	-.1046335	.0627068	-.7009514	-1.330562	-1.330562	.146745	.0627068	-.4537622	.2318344	1.072861	-.4307273
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_D09	211014	1	NS553	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.78500707	.21499293	0	1	5		1	11.268628	.0340296	.11099211	.0340296	.4676496	1	15	64															248	615826	19503	21291.878	16463.771	4.15e+08	1507.267	9.10e+07	35	4116.032	1031141	1394634	97_SLC5A2	2	2	3	8.783334	2	2	5	.0522452	.0871459	.1221531	-.0363359	-.0522452	-1.497249	.5688699	-1.748025	-1.230818	-1.818646	-.9288995	-.6124654	-.1867561	.4138112	.5530241	.5894558	.6648088													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_D05	211014	1	NS523	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.33033708	0	.66966292	1	0	0	1	4		1	1	10.839454	.1020888	.12684813	.3062664	1.0132408	1	34	34	327784	7284	6270	8622	2873	45	2.878e+09	1	3007109	132718	115	256	160	124	207	509024	15255	19105.865	16335.565	2.91e+08	-524.6964	-2.96e+07	57	3513.219	745990.9	1049789	97_SLC5A2	2	2	2	5.45	2	2	5	-1.658472	-2.036834	-1.534121	-.2571002	-1.815517	.7843482	-.1926639	-.6835603	-.0720919	-.2474013	-.8207921	-.7972819	-.8284646	-.0619316	-.3472613	-.1241019	-.6648088	-.8416212	-.2749777	.871771	.5977601	-.0627068	.2749777	.4079188	-.7009514	-.4079188	-.6229257	0	-.755415	-.0836517
