filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	slc2a2_nwt	slc2a2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_G03	201104	1	NK245	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	1	1	2	8.2667536	.2722368	.61838462	.4423848	1.3250072	1	14	14	264771	4728	3956	8624	2216	56	2.383e+09	1	2770152	125472	120	181	165	137	74	440074	6480	12458.035	11616.4	8.07e+07	-574.7134	-1.64e+07	33	3533.321	730917.7	1021317	26_SLC2A2	1	2	1	3.966667	2	1	4	-.807541	-1.400745	-.9252446	-1.191816	-2.141198	.1737411	-.3292913	-1.256444	-.8100517	-.5073057	-.6862788	.042498	-.7039218	-.1397103	0	0	0	-.0464357	-.2822162	-.7039218	-.7039218	-.1867561	0	-.0929718	-.5894558	-.4822482	-.4822482	-1.324958	-.8284646	.5350828
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_B04	201104	1	NK247	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	1	1	2	9.9186198	.2382072	.84036885	.2041776	.6235328	1	16	16	377852	6404	5009	15437	5503	59	5.728e+09	1	4227253	157551	146	235	166	139	75	635992	6257	10901.53	10820.839	6.82e+07	-1345.003	-2.39e+07	23	4079.164	944230.9	1272822	26_SLC2A2	1	2	1	4.266667	2	1	4	.9252446	.1624294	.4159872	-.3853205	-.3292913	-.7582926	.6001788	-1.497249	-1.882992	-2.434185	-.3039132	.4385096	.4822482	0	-.0929718	-.5894558	-.1867561	.4307273	.1867561	.2822162	0	1.128144	1.324958	1.593219	.0929718	.1867561	.5894558	.1867561	-.7039218	.7039218
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_E09	201104	1	NK268	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	1	1	2							37	37																								3519.313	959737.9	1031276	26_SLC2A2	1	2	1	6.466667	2	1	4	-.9252446	.5059336	-.7000902	-.9027348	.2450062	-2.114381	-.6001788																							
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_E07	201104	1	NK260	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	.0346247	0	1	10.744553	.6125328	.36468837	.4423848	1.7926568	1	29	29	473110	8448	7936	9699	2568	56	4.767e+09	1	6826456	212358	147	310	221	137	67	533554	4908	12949.058	13168.714	6.36e+07	-1617.771	-4.32e+07	12	4142.923	1009369	1390851	26_SLC2A2	1	2	1	5.75	2	1	4	1.211232	.9252446	1.057414	.0417893	.4159872	-.1737411	2.141198	-.4861431	-.1502124	-.5073057	-1.391153	.5341752	-.2822162	-.4307273	-.7039218	-.8284646	-.9674216	-.0464357	.7039218	1.128144	1.128144	.7039218	.2822162	.0929718	1.324958	2.085356	.7039218	.9674216	1.446104	.5350828
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_E03	201104	1	NK243	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	.7813268	1	2	3.7241215	.2382072	.44396845	.3062664	.6235328	1	12	12	11070	1384	1172	605	117	8	7219642	2	534213	38711	74	264	82	33	111	413642	8212	9564.2292	8535.2965	7.85e+07	-423.6058	590810.5	0	3411.799	701967.4	910645.1	26_SLC2A2	1	2	1	3.8	2	1	4	-1.211232	-2.141198	-2.141198	-1.644854	-1.057414	.0865434	.1624294	-1.497249	-1.882992	-1.782751	-1.039639	-1.140118	-1.324958	.5894558	.4822482	-.1867561	.1867561	-2.085356	-2.085356	-2.085356	-2.085356	-2.085356	-2.085356	-2.085356	-2.085356	-2.085356	-2.085356	.7039218	-2.085356	-2.085356
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SLC2A2_201104_G02	201104	2	NK277	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	0	0	1	8.9262461	.6125328	.58667259	.340296	1.0911824	1	41	41	208106	5476	4462	12799	4080	38	2.637e+09	1	2380519	116339	102	206	171	127	106	431670	7470	15385.21	13384.208	1.15e+08	605.418	6844883	0	3706.794	829925.6	1071352	26_SLC2A2	1	2	1	9.116667	2	1	4	-.0809473	-.807541	-.3292913	-.0417893	-1.400745	1.628361	-.807541	-.4861431	-1.177976	-1.343517	-.7591527	.2140495	-.8284646	.4822482	.1867561	.3803256	.3803256	-.9674216	-.7039218	-.4822482	-.4822482	.0929718	.9674216	.7039218	-.9674216	-.7039218	-.8284646	-1.128144	-.5894558	.0929718
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_E06	201104	1	NK255	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	1	1	2	7.7505454	.4423848	.93550494	.4764144	1.4808904	1	24	24	139106	8183	7018	7871	2368	17	1.074e+09	1	1442338	62843	96	157	130	102	66	571341	5393	14922.469	13835.692	8.05e+07	-303.5048	-3.04e+07	56	3317.766	887467.1	980254.2	26_SLC2A2	1	2	1	4.983333	2	1	4	-1.660698	-.3292913	-1.660698	-1.036433	-.4159872	-.4465882	1.660698	-.7591527	-.572233	-.3039132	-.1881663	-.042498	-.0929718	-.5894558	-.2822162	-.0929718	-.3803256	-1.324958	-1.128144	.8284646	.7039218	-.5894558	-.0929718	0	-1.128144	-1.128144	-1.128144	-2.085356	-1.128144	-.5894558
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_B03	201104	1	NK241	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	.9555431	1	2	9.4024116	.5444736	.44396845	.6125328	2.6500144	1	10	10	395336	6082	4997	7745	2200	65	3.051e+09	1	4362647	153281	138	226	184	117	67	565916	5058	12738.514	12244.988	6.44e+07	-915.4391	-3.66e+07	48	3696.525	946832.9	1168894	26_SLC2A2	1	2	1	3.666667	2	1	4	-.2450062	.2450062	-.2450062	-.2967378	.807541	.5443409	-.2450062	-.6396686	.3833065	-.056148	-1.039639	.3019215	-.1867561	-.4307273	-.4822482	-.7039218	-.5894558	1.044409	.4822482	.0929718	-.0929718	.3803256	-.1867561	-.1867561	.2822162	0	.4822482	-.3803256	.2342192	-.1867561
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_E04	201104	1	NK248	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	.0643264	0	1	11.983453	.5785032	.06342406	.4764144	1.8705984	1	17	17	478364	6464	6982	15634	4582	74	7.439e+09	1	4162848	195100	122	238	194	136	127	608374	9046	19915.14	18407.621	1.80e+08	170.9386	4.09e+07	64	3872.624	917897.6	1235423	26_SLC2A2	1	2	1	4.35	2	1	4	.3292913	-.1624294	.0809473	-.2104284	0	.7582926	.0809473	-.572233	.0187073	-.3039132	-2.434185	.9902869	.2822162	.9674216	.8284646	1.324958	1.128144	1.324958	.8284646	.3803256	.5894558	1.324958	1.593219	.8284646	0	1.324958	-.3803256	.3308726	.5894558	.3803256
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_E08	201104	1	NK264	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	1	1	2	11.054278	.5785032	1.1574892	.510444	1.7926568	1	33	33	519451	8804	7423	18601	7165	59	8.948e+09	2	5276337	193212	132	324	207	135	17	914556	1744	19210.456	16078.206	3.35e+07	1768.308	-9.13e+07	13	3922.545	985218.8	1258287	26_SLC2A2	1	2	1	6.133333	2	1	4	.5059336	.6001788	.1624294	.3853205	.1624294	1.364489	-.5059336	-.572233	-.1502124	-.1881663	.1124738	.6878846	1.593219	-1.324958	-1.324958	-1.324958	-1.593219	.4307273	1.324958	1.324958	.9674216	2.085356	2.085356	2.085356	1.128144	1.128144	.0929718	1.128144	.9674216	.2822162
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_B07	201104	1	NK257	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	0	0	1	5.4792294	.8167104	.36468837	.5785032	2.0264816	1	26	26	525758	9736	8992	2279	760	54	1.166e+09	1	8009955	211719	175	387	221	121									4	4179.718	1093648	1424721	26_SLC2A2	1	2	1	5.5	2	1	4	1.400745	1.660698	1.400745		1.660698	-1.628361	.807541	-.2456281	.1502124	-.1313197	-1.391153	-.5838488						-.1867561	1.593219	1.593219	2.085356	-.4822482	-.9674216	-.8284646	2.085356	1.593219	1.593219	2.085356	1.446104	-.0464357
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_B01	201104	1	NK232	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	0	0	1	7.3375788	.2041776	.45982446	.340296	1.558832	1	1	1	420910	10022	8082	2418	729	42	9.964e+08	1	4758084	149614	134	377	174	90	52	415944	4160	11144.167	8769.7486	4.64e+07	924.6333	-3.30e+07	22	4211.168	1073490	1437147	26_SLC2A2	1	2	1	2.733333	2	1	4	1.660698	1.400745	1.660698	1.382994	.6001788	.2622828	1.400745	-1.882992	-.3833065	-1.343517	-.9476973	-.085073	-1.128144	-1.128144	-1.128144	-1.128144	-.4822482	-.7039218	.5894558	2.085356	1.593219	-.7039218	-.8284646	-.9674216	.7039218	-.0929718	.2342192	1.593219	-.4822482	-.9674216
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_B02	201104	1	NK237	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	.9289396	1	2	3.6208799	.2382072	.33297634	.4083552	1.3250072	1	6	6	302182	3731	3021	4030	1229	81	1.223e+09	1	4993719	180270	160	213	204	145	64	326592	5232	10160.93	7588.7193	5.32e+07	1108.554	-1.89e+07	14	3680.937	864274	1051523	26_SLC2A2	1	2	1	3.233333	2	1	4	-.3292913	-.6001788	-.5059336	1.191816	-.7000902	2.114381	.9252446	-1.497249	-.8100517	-.7344303	-1.697764	-1.321182	-2.085356	-.7647097	-.3803256	-.9674216	-.0929718	2.085356	-.0929718	-.9674216	-1.324958	-.3803256	-.4822482	-.4822482	.9674216	.5894558	1.22064	-.7039218	.8284646	1.324958
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_C03	201104	1	NK246	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	0	0	1	10.847794						15	15	227613	5690	4559	11581	5287	40	2.553e+09	1	2699819	92321	100	212	175	104	74	424740	5512	12655.81	11808.391	6.98e+07	-566.6747	-2.85e+07	37	3902.271	938339.3	1268739	26_SLC2A2	1	3	1	4.066667	3	1	4	.4159872	0	.3292913	-.5729675	-.1624294	-.6476036	-1.057414					.5838488	-.9674216	-.1397103	-.1867561	-.4822482	-.2822162	-.8284646	-.4822482	-.0929718	-.3803256	0	.7039218	1.324958	-.7039218	-.9674216	-.9674216	-.8284646	-.3308726	-.4822482
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SLC2A2_201104_C02	201104	2	NK274	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	1	1	2	9.3351977	.7826808	.96721698	.4083552	.779416	1	40	40	260996	5674	5504	3251	1135	46	9.132e+08	1	3085257	120247	111	233	183	101	155	526426	11362	12889.648	12642.784	1.46e+08	-1157.429	4.30e+07	77	3733.736	794904.2	1045886	26_SLC2A2	1	3	1	8.65	3	1	4	.0809473	-.9252446	-.6001788	1.036433	-1.211232		-1.211232	-.3039132	-1.391153	-.7344303	-.1502124	.2577366	-.3803256	1.324958	1.324958	.8284646	1.324958	-.5894558	-.3803256	-.2822162	.2822162	-.8284646	-.7039218	-.5894558	-.4822482	-.5894558	-.7039218	0	0	-.7647097
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_F04	201104	1	NK249	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	1	1	2	5.8921959	0	.85622486	.3743256	1.0911824	1	18	18	200114	4258	3643	12704	4881	47	2.391e+09	1	2575344	109185	129	234	183	70	125	589870	10547	11954.989	10397.088	1.26e+08	127.2305	3.66e+07	22	3570.785	725863.3	1017863	26_SLC2A2	1	3	1	4.4	3	1	4	-.7000902	-1.660698	-1.211232	-2.128045	-1.660698	-1.171546	1.211232	-2.434185	-1.177976	-1.039639	-.2649541	-.4385096	0	.8284646	.9674216	.5894558	.9674216	-.4822482	-.9674216	-.8284646	-1.128144	-.0929718	.8284646	1.128144	-.8284646	-.8284646	-.1867561	.0929718	0	-1.324958
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_F02	201104	1	NK238	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	.0492459	0	1	5.6857126	.2041776	.31712032	.3062664	1.3250072	1	7	7	212640	3666	3652	3421	1059	58	7.124e+08	1	3875511	158992	130	238	175	114	1	680688	79	13626.848	10162.148	1076521	2031.271	-8.70e+07	74	3705.719	899788.8	1177956	26_SLC2A2	1	3	1	3.366667	3	1	4	-.1624294	-.2450062	-.0809473	-.7835004	-.1624294	-.8791677	.7000902	-1.882992	-.8100517	-1.782751	-2.006752	-.4857863	.5894558	-2.085356	-2.085356	-2.085356	-1.324958	.1867561	-.5894558	-1.128144	-.9674216	-.9674216	-.5894558	-.7039218	-.1867561	.2822162	-.0929718	.3308726	-.3308726	-.2822162
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_H02	201104	1	NK239	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	.9620163	1	2	3.311155	.4083552	.41225642	.3062664	1.3250072	1	8	8	341248	5687	4828	5058	1619	60	1.693e+09	1	4095591	145903	156	214	180	132	70	495224	4863	21856.121	19261.122	1.06e+08	1268.443	-3.83e+07	84	3445.906	767658.7	1019478	26_SLC2A2	1	3	1	3.45	3	1	4	-1.057414	-1.211232	-1.057414	-1.382994	-.807541	-1.364489	0	-.8906177	-.8100517	-1.782751	-1.141333	-1.72379	-.5894558	-.2822162	-.8284646	.1867561	-.7039218	.5894558	0	-.1867561	-.1867561	-.2822162	-.3803256	-.3803256	-.0929718	-.1867561	.8284646	-.5894558	-.1867561	.1867561
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_C07	201104	1	NK258	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	0	0	1	11.467244	.8167104	.3964004	.4764144	1.6367736	1	27	27	357297	5583	5194	9619	3342	64	3.697e+09	1	4534213	190603	136	230	183	150	56	601894	4472	17411.46	17071.701	7.79e+07	-1012.513	-5.31e+07	47	4067.626	1016083	1313884	26_SLC2A2	1	3	1	5.583333	3	1	4	.807541	1.057414	.807541	.2967378	.9252446	-1.014499	-.1624294	-.2456281	-.2456281	-.3039132	-1.216274	.7999689	.1867561	-.9674216	-.9674216	-.2822162	-1.128144	.7647097	.0929718	-.3803256	.1867561	.4822482	.1867561	.5894558	.3803256	.9674216	.3803256	-.0929718	0	1.593219
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_C09	201104	1	NK267	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	1	1	2	14.151527	.3743256	1.0623531	.3743256	1.8705984	1	36	36															102	754894	8151	11740.869	11719.178	9.57e+07	-1393.45	-2036020	21	3733.477	957659.3	1202674	26_SLC2A2	1	3	1	6.383333	3	1	4	0	.4159872	0	.2104284	1.057414	.6476036	-.7000902	-1.008045	.0187073	-1.039639	0	1.56049	.8284646	.2342192	.3803256	.0929718	.0929718													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_F01	201104	1	NK233	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	.9260635	1	2		.2722368	.63424064	.4083552	1.4808904	1	2	2	65226	5017	4424	1778	555	13	1.300e+08	1	928423	52790	84	228	120	39									6				26_SLC2A2	1	3	1	2.866667	3	1	4								-1.256444	-.572233	-.7344303	-.6396686							-1.593219	-1.324958	-.5894558	-.5894558	-1.324958	-1.324958	-1.128144	-1.593219	-1.593219	-1.593219	-.2822162	-1.324958	-1.593219
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC2A2_201104_C06	201104	1	NK254	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	9	1	1	2	12.912627	.3743256	1.0623531	.4764144	2.338248	1	23	23															103	862496	8120	19148.802	19488.876	1.55e+08	-1663.954	9470135	99	3833.263	985458.1	1296718	26_SLC2A2	1	3	1	4.883333	3	1	4	.1624294	.7000902	.7000902	.1256613	.5059336	.4465882	1.057414	-1.008045	.3039132	-.3039132	0	1.321182	1.324958	.3803256	.2822162	1.128144	.4822482													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_D08	201105	3	NK548	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	4.056786	2.382072	1.3953294	.9528288	2.727956	1	41	90																											26_SLC2A2	1	4	2		4	1	4								.8363019	.5073057	.6862788	.6168807	-1.06222																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_E03	201105	3	NK514	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	3.228999	2.0077464	1.95029	.9528288	3.0397224	1	7	56																											26_SLC2A2	1	4	2		4	1	4								.4861431	.6862788	.6862788	1.216274	-2.121279																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_E05	201105	3	NK530	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.0470409	0	1	6.421892	1.4632728	1.1892012	.680592	1.8705984	1	23	72																											26_SLC2A2	1	4	2		4	1	4								.0187073	.0187073	.056148	.2263933	-.2358368																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_F04	201105	3	NK523	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1		2.4841608	.90379291	.8847696	1.7926568	1	16	65																											26_SLC2A2	1	4	2		4	1	4								.9187832	-.1502124	.5503351	-.2263933																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_G04	201105	3	NK524	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1		1.531332	1.8710099	.680592	1.558832	1	17	66																											26_SLC2A2	1	4	2		4	1	4								.0936677	-.3833065	.056148	1.072307																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_G02	201105	3	NK509	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	5.948871	1.6674504	1.6965937	.9868584	2.338248	1	2	51																											26_SLC2A2	1	4	2		4	1	4								.1881663	.2649541	.7843482	.9476973	-.3921935																		
