filename	time	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assay_plate	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	random_nr	time_jitter	slc2a2_dich	position	znf598_dich	tp53inp1_dich	poldip2_dich	assay_jitter	sirt1_dich	atp2a3_dich	batch	injset	gluc_Res	intgluc	intgluc_Res
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_B03	0	2	plate02	fasted	3	B	C16	694000	689200	691600	.4907624	NA	684855	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	14.11448	40.09796	C	16	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	691600	4800	.9930836	81	3.19		49	1						2	3	8.869755	.5194481	.5194481
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_B04	0	1	plate02	fasted	4	B	C17	241100	225900	233500	4.603008	NA	226755	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	4.492501	12.76279	C	17	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	233500	15200	.9369556	17	.63		50	0						2	3	-18.46658	-.6211776	-.6211776
20240429_GGTassay_7dpf_ZNF598_fasted_plate04_B02	0	1	plate04	fasted	2	B	D15	263200	247000	255100	4.490447	NA	248355	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	4.946189	14.05167	D	15	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	255100	16200	.9384499	13	.47		65	0						2	3	-17.19521	-.5695757	-.5695757
20240429_GGTassay_7dpf_ZNF598_fasted_plate04_B01	0	2	plate04	fasted	1	B	D14	834000	793800	813900	3.492529	NA	807155	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	16.68328	47.39569	D	14	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	813900	40200	.9517986	45	1.75		66	1						2	3	16.14764	.8477958	.8477958
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_B10	0	1	plate03	fasted	10	B	D10	237400	227000	232200	3.167059	NA	225455	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	4.465196	12.68521	D	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	232200	10400	.9561921	95	3.75		67	0						2	3	-18.564	-.6744897	-.6744897
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_B09	0	2	plate03	fasted	9	B	D09	1017000	937400	977200	5.759896	NA	970455	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	20.11325	57.13992	D	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	977200	79600	.9217306	76	2.99		68	1						2	3	25.88954	1.3116	1.3116
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_C09	0	2	plate01	fasted	9	C	E09	745800	700100	722950	4.46985	NA	716205	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	14.77296	41.96864	E	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	722950	45700	.9387235	33	1.27		85	1						2	3	10.6984	.5695757	.5695757
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_C10	0	1	plate01	fasted	10	C	E10	286000	273900	279950	3.056257	NA	273205	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	5.468142	15.53449	E	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	279950	12100	.9576923	43	1.67		86	0						2	3	-15.73691	-.4705935	-.4705935
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_C03	0	2	plate02	fasted	3	C	E16	1396000	1337000	1366500	3.053004	NA	1359755	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	28.29015	80.36975	E	16	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	1366500	59000	.9577364	49	1.91		89	1						2	3	49.09485	1.945423	1.945423
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_C04	0	1	plate02	fasted	4	C	E17	433400	408100	420750	4.251884	NA	414005	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	8.425519	23.93613	E	17	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	420750	25300	.9416243	42	1.63		90	0						2	3	-7.339935	-.2399812	-.2399812
20240429_GGTassay_7dpf_ZNF598_fasted_plate04_C02	0	1	plate04	fasted	2	C	F15	418000	402500	410250	2.67158	NA	403505	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	8.204976	23.30959	F	15	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	410250	15500	.9629186	43	1.67		105	0						2	3	-7.983991	-.2847156	-.2847156
20240429_GGTassay_7dpf_ZNF598_fasted_plate04_C01	0	2	plate04	fasted	1	C	F14	1411000	1348000	1379500	3.229266	NA	1372755	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	28.56321	81.14547	F	14	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	1379500	63000	.9553508	81	3.19		106	1						2	3	49.85072	2.38152	2.38152
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_C10	0	1	plate03	fasted	10	C	F10	189800	176600	183200	5.094874	NA	176455	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	3.435994	9.761348	F	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	183200	13200	.9304531	72	2.83		107	0						2	3	-21.53457	-1.129657	-1.051338
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_C09	0	2	plate03	fasted	9	C	F09	527500	489800	508650	5.240917	NA	501905	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	10.27178	29.18119	F	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	508650	37700	.9285308	90	3.55		108	1						2	3	-2.115891	-.0216105	-.0216105
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_D09	0	2	plate01	fasted	9	D	G09	969400	965800	967600	.2630823	NA	960855	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	19.91161	56.56709	G	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	967600	3600	.9962864	16	.59		125	1						2	3	25.25015	1.215598	1.215598
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_D10	0	1	plate01	fasted	10	D	G10	202800	188300	195550	5.243185	NA	188805	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	3.695395	10.49828	G	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	195550	14500	.928501	13	.47		126	0						2	3	-20.81982	-.9789874	-.9789874
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_D03	0	2	plate02	fasted	3	D	G16	602200	558700	580450	5.29919	NA	573705	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	11.77987	33.46555	G	16	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	580450	43500	.9277648	92	3.63		129	1						2	3	2.143951	.1518435	.1518435
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_D04	0	1	plate02	fasted	4	D	G17	114700	109600	112150	3.215555	NA	105405	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	1.943653	5.52174	G	17	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	112150	5100	.9555362	60	2.35		130	0						2	3	-25.80103	-2.38152	-2.38152
20240429_GGTassay_7dpf_ZNF598_fasted_plate04_D02	0	1	plate04	fasted	2	D	H15	333900	306500	320200	6.05082	NA	313455	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	6.313557	17.93624	H	15	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	320200	27400	.9179395	83	3.27		142	0						2	3	-13.40054	-.3760274	-.3760274
20240429_GGTassay_7dpf_ZNF598_fasted_plate04_D01	0	2	plate04	fasted	1	D	H14	1123000	1155000	1139000	1.986604	NA	1132255	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	23.51172	66.79465	H	14	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	1139000	32000	1.028495	51	1.99		143	1						2	3	35.45671	1.551885	1.551885
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_D10	0	1	plate03	fasted	10	D	H10	218000	189100	203550	10.03949	NA	196805	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	3.863428	10.97565	H	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	203550	28900	.8674312	28	1.07		144	0						2	3	-20.36347	-.8477958	-.8477958
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_D09	0	2	plate03	fasted	9	D	H09	959200	895100	927150	4.888696	NA	920405	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	19.062	54.1534	H	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	927150	64100	.9331735	98	3.87		145	1						2	3	22.81312	1.129657	1.129657
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_E09	0	2	plate01	fasted	9	E	I09	598300	543400	570850	6.800414	NA	564105	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	11.57824	32.89272	I	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	570850	54900	.90824	44	1.71		161	1						2	3	1.533753	.1082554	.1082554
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_E10	0	1	plate01	fasted	10	E	I10	419000	381700	400350	6.588006	NA	393605	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	7.997036	22.71885	I	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	400350	37300	.9109785	24	.91		162	0						2	3	-8.641278	-.3300273	-.3300273
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_E03	0	2	plate02	fasted	3	E	I16	942800	898300	920550	3.418201	NA	913805	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	18.92337	53.75957	I	16	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	920550	44500	.9528002	39	1.51		165	1						2	3	22.39594	1.051338	1.051338
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_E04	0	1	plate02	fasted	4	E	I17	929700	902600	916150	2.091644	NA	909405	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	18.83095	53.49702	I	17	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	916150	27100	.9708508	87	3.43		166	0						2	3	22.13223	.9789874	.9789874
20240429_GGTassay_7dpf_ZNF598_fasted_plate04_E02	0	1	plate04	fasted	2	E	J15	118600	112600	115600	3.670105	NA	108855	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	2.016117	5.727605	J	15	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	115600	6000	.9494098	14	.51		176	0						2	3	-25.64887	-1.945423	-1.945423
20240429_GGTassay_7dpf_ZNF598_fasted_plate04_E01	0	2	plate04	fasted	1	E	J14	1252000	1236000	1244000	.9094621	NA	1237255	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	25.71715	73.06008	J	14	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	1244000	16000	.9872205	60	2.35		177	1						2	3	41.68244	1.715755	1.715755
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_E10	0	1	plate03	fasted	10	E	J10	129300	116400	122850	7.425053	NA	116105	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	2.168397	6.160218	J	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	122850	12900	.900232	42	1.63		178	0						2	3	-25.21859	-1.715755	-1.715755
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_E09	0	2	plate03	fasted	9	E	J09	460900	409800	435350	8.299795	NA	428605	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	8.73218	24.80733	J	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	435350	51100	.8891299	95	3.75		179	1						2	3	-6.57265	-.1082554	-.1082554
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_F09	0	2	plate01	fasted	9	F	K09	925000	891100	908050	2.639824	NA	901305	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	18.66082	53.01369	K	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	908050	33900	.9633514	74	2.91		194	1						2	3	21.6162	.9114298	.9114298
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_F10	0	1	plate01	fasted	10	F	K10	192000	176200	184100	6.068597	NA	177355	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	3.454898	9.815051	K	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	184100	15800	.9177083	41	1.59		195	0						2	3	-21.58361	-1.051338	-1.129657
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_F03	0	2	plate02	fasted	3	F	K16	529200	500400	514800	3.955842	NA	508055	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	10.40096	29.54817	K	16	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	514800	28800	.9455782	70	2.75		198	1						2	3	-1.853991	.0216105	.0216105
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_F04	0	1	plate02	fasted	4	F	K17	137100	123200	130150	7.551889	NA	123405	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	2.321727	6.595814	K	17	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	130150	13900	.8986142	53	2.07		199	0						2	3	-24.80751	-1.551885	-1.551885
20240429_GGTassay_7dpf_ZNF598_fasted_plate04_F02	0	1	plate04	fasted	2	F	L15	236500	224000	230250	3.838799	NA	223505	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	4.424237	12.56886	L	15	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	230250	12500	.9471459	8	.27		206	0						2	3	-18.84264	-.7297922	-.7297922
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_F10	0	1	plate03	fasted	10	F	L10	582300	538400	560350	5.53975	NA	553605	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	11.35769	32.26617	L	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	560350	43900	.9246093	3	.07		207	0						2	3	.8535035	.0648721	.0648721
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_F09	0	2	plate03	fasted	9	F	L09	808200	769500	788850	3.468978	NA	782105	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	16.15713	45.90094	L	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	788850	38700	.9521158	16	.59		208	1						2	3	14.48711	.7874227	.7874227
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_G09	0	2	plate01	fasted	9	G	M09	607600	588800	598200	2.222268	NA	591455	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	12.1527	34.52471	M	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	598200	18800	.9690586	52	2.03		222	1						2	3	3.094528	.1957222	.1957222
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_G10	0	1	plate01	fasted	10	G	M10	443600	414500	429050	4.795899	NA	422305	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	8.599854	24.4314	M	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	429050	29100	.9344004	65	2.55		223	0						2	3	-6.999945	-.1518435	-.1957222
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_G03	0	2	plate02	fasted	3	G	M16	503600	482500	493050	3.026053	NA	486305	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	9.944117	28.25033	M	16	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	493050	21100	.9581017	29	1.11		226	1						2	3	-3.18452	-.0648721	-.0648721
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_G04	0	1	plate02	fasted	4	G	M17	134200	128300	131250	3.178613	NA	124505	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	2.344831	6.661452	M	17	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	131250	5900	.9560358	6	.19		227	0						2	3	-24.77456	-1.421497	-1.421497
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_G10	0	1	plate03	fasted	10	G	N10	771000	746200	758600	2.311659	NA	751855	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	15.52176	44.0959	N	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	758600	24800	.967834	25	.95		233	0						2	3	12.65288	.6211776	.6211776
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_G09	0	2	plate03	fasted	9	G	N09	797600	760100	778850	3.404571	NA	772105	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	15.94709	45.30423	N	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	778850	37500	.952984	91	3.59		234	1						2	3	13.86004	.6744897	.6744897
20240429_GGTassay_7dpf_ZNF598_fasted_plate01_H10	0	1	plate01	fasted	10	H	O10	736800	830300	783550	8.437813	NA	776805	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	16.04581	45.58468	O	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	783550	93500	1.1269	5	.15		250	0						2	3	14.12181	.7297922	.7297922
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_H03	0	2	plate02	fasted	3	H	O16	692000	674800	683400	1.779666	NA	676655	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	13.94225	39.60866	O	16	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	683400	17200	.9751445	4	.11		253	1						2	3	8.142286	.4705935	.4705935
20240429_GGTassay_7dpf_ZNF598_fasted_plate02_H04	0	1	plate02	fasted	4	H	O17	325300	308000	316650	3.863239	NA	309905	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	6.238992	17.72441	O	17	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	316650	17300	.9468183	38	1.47		254	0						2	3	-13.74313	-.4228376	-.4228376
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_H10	0	1	plate03	fasted	10	H	P10	201600	195400	198500	2.208596	NA	191755	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	3.757357	10.67431	P	10	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	198500	6200	.969246	92	3.63		261	0						2	3	-20.8014	-.9114298	-.9114298
20240429_GGTassay_7dpf_ZNF598_fasted_plate03_H09	0	2	plate03	fasted	9	H	P09	667300	688100	677700	2.170255	NA	670955	.9983861	y = 47609.7417411468 * x + ( 12868.1970758455 )	12868.2	47609.74	6745	2373500	13.82252	39.26854	P	9	20240920_gluGLO_ZNF598-01	1	20240429	GGTassay	ZNF598	fasted	1	7	677700	20800	1.03117	31	1.19		262	1						2	3	7.791656	.4228376	.4228376
20230830_GGTassay_7dpf_LMNA_fasted_plate02_A01		1	plate02	fasted	1	A	A01	213400	177000	195200	13.1858	NA	181500	.993219	y = 57402.2283335466 * x + ( 9730.62683690701 )	9730.627	57402.23	13700	2880000	2.992382	8.501084	A	1	GTT_DAY5_GLUGLO_plate-01		20230830	GGTassay	LMNA	fasted	1	7	195200	36400	.8294283				1	0						1	2	-1.559722	-.3417246	-.1906023
20230830_GGTassay_7dpf_ZNF598_fasted_plate03_A01		2	plate03	fasted	1	A	A02	335800	283000	309400	12.06698	NA	295700	.993219	y = 57402.2283335466 * x + ( 9730.62683690701 )	9730.627	57402.23	13700	2880000	4.981852	14.15299	A	2	GTT_DAY5_GLUGLO_plate-01		20230830	GGTassay	ZNF598	fasted	1	7	309400	52800	.8427635				2	1						1	2	4.084355	.7887937	.8710608
20230830_GGTassay_7dpf_ZNF598_fasted_plate03_A02		2	plate03	fasted	2	A	A04	200000	183800	191900	5.969323	NA	178200	.993219	y = 57402.2283335466 * x + ( 9730.62683690701 )	9730.627	57402.23	13700	2880000	2.934893	8.337763	A	4	GTT_DAY5_GLUGLO_plate-01		20230830	GGTassay	ZNF598	fasted	1	7	191900	16200	.919				4	1						1	2	-1.74652	-.4360634	-.2203721
