filename	time	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assay_plate	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	random_nr	time_jitter	slc2a2_dich	position	znf598_dich	tp53inp1_dich	poldip2_dich	assay_jitter	sirt1_dich	atp2a3_dich	batch	injset	gluc_Res	intgluc	intgluc_Res
240426_GGTassay_7dpf_POLDIP2_fasted_plate04_C06	0	1	plate04	fasted	6	C	F19	253900	241400	247650	3.569083	NA	237323.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	5.009472	14.23146	F	19	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	247650	12500	.950768	100	3.95		99			0				2	4	-6.981656	-.6445316	-.7050659
240426_GGTassay_7dpf_POLDIP2_fasted_plate04_C05	0	2	plate04	fasted	5	C	F18	216500	203700	210100	4.307933	NA	199773.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	4.124255	11.71663	F	18	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	210100	12800	.9408776	6	.19		100			1				2	4	-9.502206	-1.150349	-1.150349
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_C02	0	1	plate03	fasted	2	C	F02	269000	235100	252050	9.510383	NA	241723.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	5.1132	14.52614	F	2	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	252050	33900	.8739777	18	.67		112			0				2	4	-6.761432	-.5862727	-.5299395
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_C01	0	2	plate03	fasted	1	C	F01	360200	368000	364100	1.514813	NA	353773.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	7.754708	22.03042	F	1	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	364100	7800	1.021655	14	.51		113			1				2	4	.7371255	.1695239	.2186495
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_D07	0	2	plate01	fasted	7	D	G07	303000	275300	289150	6.773943	NA	278823.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	5.987809	17.01082	G	7	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	289150	27700	.9085808	96	3.79		118			1				2	4	-4.311111	-.2683089	-.2683089
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_D08	0	1	plate01	fasted	8	D	G08	670300	662400	666350	.8383197	NA	656023.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	14.88006	42.2729	G	8	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	666350	7900	.9882143	59	2.31		119			0				2	4	20.94524	1.496147	1.496147
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_D09	0	2	plate02	fasted	9	D	G22	294200	283800	289000	2.544606	NA	278673.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	5.984272	17.00077	G	22	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	289000	10400	.9646499	74	2.91		130			1				2	4	-4.389886	-.3186394	-.3186394
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_D10	0	1	plate02	fasted	10	D	G23	82370	70370	76370	11.11075	NA	66043.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	.971654	2.760381	G	23	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	76370	12000	.8543159	55	2.15		131			0				2	4	-18.63601	-2.341027	-2.341027
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_D02	0	1	plate03	fasted	2	D	H02	302000	284700	293350	4.170086	NA	283023.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	6.086821	17.2921	H	2	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	293350	17300	.9427152	61	2.39		146			0				2	4	-4.190194	-.2186495	-.2186495
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_D01	0	2	plate03	fasted	1	D	H01	412800	387100	399950	4.543729	NA	389623.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	8.599849	24.43139	H	1	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	399950	25700	.9377422	7	.23		147			1				2	4	2.943362	.6445316	.6445316
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_E07	0	2	plate01	fasted	7	E	I07	343600	303600	323600	8.740504	NA	313273.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	6.799946	19.31803	I	7	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	323600	40000	.8835856	65	2.55		152			1				2	4	-2.198636	.0723697	.0723697
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_E08	0	1	plate01	fasted	8	E	I08	467100	463000	465050	.6234035	NA	454723.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	10.13454	28.79131	I	8	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	465050	4100	.9912224	41	1.59		153			0				2	4	7.268919	.9803303	.9803303
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_E09	0	2	plate02	fasted	9	E	I22	241400	220400	230900	6.431027	NA	220573.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	4.614602	13.10966	I	22	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	230900	21000	.9130074	75	2.95		164			1				2	4	-8.475728	-.9803303	-.9803303
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_E10	0	1	plate02	fasted	10	E	I23	290300	269300	279800	5.307092	NA	269473.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	5.767388	16.38463	I	23	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	279800	21000	.9276611	66	2.59		165			0				2	4	-5.206493	-.4219289	-.3697907
240426_GGTassay_7dpf_POLDIP2_fasted_plate04_E05	0	2	plate04	fasted	5	E	J18	385600	385700	385650	.0183355	NA	375323.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	8.262735	23.47368	J	18	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	385650	100	1.000259	41	1.59		166			1				2	4	1.876834	.4219289	.3697907
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_E02	0	1	plate03	fasted	2	E	J02	293600	258100	275850	9.099978	NA	265523.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	5.67427	16.12008	J	2	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	275850	35500	.8790872	47	1.83		178			0				2	4	-5.545491	-.4752407	-.4752407
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_E01	0	2	plate03	fasted	1	E	J01	620700	595500	608100	2.93029	NA	597773.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	13.50685	38.37175	J	1	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	608100	25200	.9594007	22	.83		179			1				2	4	16.70044	1.362383	1.362383
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_F07	0	2	plate01	fasted	7	F	K07	341800	305100	323450	8.023131	NA	313123.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	6.79641	19.30798	K	7	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	323450	36700	.8926272	67	2.63		185			1				2	4	-2.397686	.0241045	.0241045
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_F08	0	1	plate01	fasted	8	F	K08	246000	221500	233750	7.411386	NA	223423.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	4.681788	13.30054	K	8	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	233750	24500	.9004065	3	.07		186			0				2	4	-8.410859	-.9051525	-.9051525
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_F09	0	2	plate02	fasted	9	F	K22	348600	340300	344450	1.703872	NA	334123.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	7.291471	20.71441	K	22	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	344450	8300	.9761904	9	.31		197			1				2	4	-1.059989	.1208042	.1208042
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_F10	0	1	plate02	fasted	10	F	K23	708100	691400	699750	1.687557	NA	689423.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	15.66745	44.50979	K	23	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	699750	16700	.9764158	100	3.95		198			0				2	4	22.72967	1.663793	1.663793
240426_GGTassay_7dpf_POLDIP2_fasted_plate04_F05	0	2	plate04	fasted	5	F	L18	261300	249700	255500	3.210348	NA	245173.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	5.194531	14.75719	L	18	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	255500	11600	.9556066	57	2.23		199			1				2	4	-7.02866	-.5299395	-.7683021
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_F02	0	1	plate03	fasted	2	F	L02	237200	236300	236750	.2688051	NA	226423.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	4.752512	13.50145	L	2	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	236750	900	.9962057	84	3.31		207			0				2	4	-8.330216	-.8347719	-.8347719
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_F01	0	2	plate03	fasted	1	F	L01	387700	386100	386900	.2924195	NA	376573.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	8.292204	23.5574	L	1	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	386900	1600	.9958731	42	1.63		208			1				2	4	1.719998	.4752407	.3186394
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_G07	0	2	plate01	fasted	7	G	M07	586500	585400	585950	.1327447	NA	575623.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	12.98468	36.8883	M	7	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	585950	1100	.9981245	64	2.51		214			1				2	4	15.01654	1.150349	1.150349
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_G08	0	1	plate01	fasted	8	G	M08	292100	269200	280650	5.769729	NA	270323.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	5.787426	16.44155	M	8	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	280650	22900	.9216022	9	.31		215			0				2	4	-5.435936	-.3697907	-.4219289
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_G09	0	2	plate02	fasted	9	G	M22	449500	448600	449050	.1417205	NA	438723.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	9.757351	27.71975	M	22	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	449050	900	.9979978	70	2.75		226			1				2	4	5.779255	.7683021	.7683021
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_G10	0	1	plate02	fasted	10	G	M23	209700	203700	206700	2.05256	NA	196373.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	4.044102	11.48893	M	23	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	206700	6000	.9713877	98	3.87		227			0				2	4	-10.45729	-1.249346	-1.249346
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_G02	0	1	plate03	fasted	2	G	N02	117800	107400	112600	6.531004	NA	102273.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	1.825753	5.1868	N	2	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	112600	10400	.9117148	11	.39		237			0				2	4	-16.81669	-1.898029	-1.898029
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_G01	0	2	plate03	fasted	1	G	N01	179500	175000	177250	1.795194	NA	166923.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	3.349837	9.516582	N	1	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	177250	4500	.9749303	84	3.31		238			1				2	4	-12.49264	-1.496147	-1.496147
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_H07	0	2	plate01	fasted	7	H	O07	316600	308400	312500	1.855448	NA	302173.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	6.53827	18.57463	O	7	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	312500	8200	.9740998	63	2.47		245			1				2	4	-3.47468	-.0723697	-.1695239
240426_GGTassay_7dpf_POLDIP2_fasted_plate01_H08	0	1	plate01	fasted	8	H	O08	120800	106000	113400	9.228554	NA	103073.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	1.844613	5.240378	O	8	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	113400	14800	.8774834	22	.83		246			0				2	4	-16.81466	-1.663793	-1.663793
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_H09	0	2	plate02	fasted	9	H	O22	453400	450600	452000	.4380307	NA	441673.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	9.826895	27.91732	O	22	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	452000	2800	.9938244	99	3.91		257			1				2	4	5.799276	.9051525	.8347719
240426_GGTassay_7dpf_POLDIP2_fasted_plate02_H10	0	1	plate02	fasted	10	H	O23	631700	560300	596000	8.471045	NA	585673.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	13.2216	37.56137	O	23	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	596000	71400	.8869717	91	3.59		258			0				2	4	15.43761	1.249346	1.249346
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_H02	0	1	plate03	fasted	2	H	P02	373900	361300	367600	2.423707	NA	357273.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	7.837218	22.26482	P	2	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	367600	12600	.9663011	7	.23		267			0				2	4	.08951	.2186495	.1695239
240426_GGTassay_7dpf_POLDIP2_fasted_plate03_H01	0	2	plate03	fasted	1	H	P01	945100	921600	933350	1.780362	NA	923023.5	.9932356	y = 42418.9469236263 * x + ( 24826.9596405729 )	24826.96	42418.95	10326.5	2110250	21.17442	60.1546	P	1	20240920_gluGLO_POLDIP2-01	1	240426	GGTassay	POLDIP2	fasted	1	7	933350	23500	.9751349	17	.63		268			1				2	4	37.97356	2.341027	2.341027
20230811_GGTassay_7dpf_KITA1_fasted_plate02_A01		1	plate02	fasted	1	A	A13	261300	186800	224050	23.51237	NA	213035.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	3.036471	8.626338	A	13	GTT_DAY2_GLUGLO_plate-01		20230811	GGTassay	KITA1	fasted	1	7	224050	74500	.7148871				12			0				1	2	-5.795093	-1.295156	-.6698419
20230811_GGTassay_7dpf_KITA1_fasted_plate02_A02		1	plate02	fasted	2	A	A14			583450		NA	572435.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.867173		A	14	GTT_DAY2_GLUGLO_plate-01		20230811	GGTassay	KITA1	fasted	1	7	583450	334100	.5548301				13			0				1	3			
20230811_GGTassay_7dpf_KITA1_fasted_plate02_A03		1	plate02	fasted	3	A	A15	427300	399200	413250	4.808155	NA	402235.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.105945	17.34643	A	15	GTT_DAY2_GLUGLO_plate-01		20230811	GGTassay	KITA1	fasted	1	7	413250	28100	.9342383				14			0				1	2	2.912595	-.0296686	.4940062
20230811_GGTassay_7dpf_KITA1_fasted_plate02_A04		1	plate02	fasted	4	A	A16	719800	695400	707600	2.438299	NA	696585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	10.88131	30.91282	A	16	GTT_DAY2_GLUGLO_plate-01		20230811	GGTassay	KITA1	fasted	1	7	707600	24400	.9661017				15			0				1	3	8.92001	1.19838	1.111688
20230811_GGTassay_7dpf_KITA1_fasted_plate02_A05		1	plate02	fasted	5	A	A17	180700	160100	170400	8.548357	NA	159385.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	2.166084	6.153647	A	17	GTT_DAY2_GLUGLO_plate-01		20230811	GGTassay	KITA1	fasted	1	7	170400	20600	.8859989				16			0				1	2	-8.2926	-1.932852	-1.111688
20230811_GGTassay_7dpf_KITA1_fasted_plate02_A06		1	plate02	fasted	6	A	A18	697500	626700	662100	7.561269	NA	651085.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	10.14315	28.81576	A	18	GTT_DAY2_GLUGLO_plate-01		20230811	GGTassay	KITA1	fasted	1	7	662100	70800	.8984946				17			0				1	3	6.810539	1.058251	.8912761
20230811_GGTassay_7dpf_KITA1_fasted_plate02_A07		1	plate02	fasted	7	A	A19	334300	297200	315750	8.308365	NA	304735.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.52416	12.85273	A	19	GTT_DAY2_GLUGLO_plate-01		20230811	GGTassay	KITA1	fasted	1	7	315750	37100	.8890218				18			0				1	2	-1.605927	-.633163	-.1189368
20230811_GGTassay_7dpf_KITA1_fasted_plate02_A08		1	plate02	fasted	8	A	A20	883200	594400	738800	27.6411	NA	727785.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.38748	32.35081	A	20	GTT_DAY2_GLUGLO_plate-01		20230811	GGTassay	KITA1	fasted	1	7	738800	288800	.6730072				19			0				1	3	10.33318	1.446885	1.330262
