filename	time	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assay_plate	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	random_nr	time_jitter	slc2a2_dich	position	znf598_dich	tp53inp1_dich	poldip2_dich	assay_jitter	sirt1_dich	atp2a3_dich	batch	injset	gluc_Res	intgluc	intgluc_Res
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate4_B05	0	2	plate4	5glucose	5	B	D05	736600	790300	763450	4.97369	NA	757948.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	25.9702	73.77896	D	5	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	763450	53700	1.072903	44	1.71		55				2.038		1	2	3	31.38267	.7702081	.7702081
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_C05	0	2	plate1	5glucose	5	C	E05	234900	254200	244550	5.58052	NA	239048.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	8.2502	23.43807	E	5	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	244550	19300	1.082163	19	.71		64				.988		1	2	3	-19.66537	-.1108129	-.1108129
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_C06	0	1	plate1	5glucose	6	C	E06	233400	248600	241000	4.459761	NA	235498.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	8.128971	23.09367	E	6	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	241000	15200	1.065124	7	.23		65				.964		0	2	3	-20.08834	-.2609674	-.185367
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate3_C04	0	1	plate3	5glucose	4	C	E17	430100	488500	459300	8.990864	NA	453798.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	15.58373	44.27196	E	17	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	459300	58400	1.135782	63	2.47		72				2.076		0	2	3	.5399494	.3380917	.3380917
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate2_C05	0	2	plate2	5glucose	5	C	F18	210800	201800	206300	3.084809	NA	200798.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	6.943995	19.72726	F	18	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	206300	9000	.9573055	96	3.79		79				1.142		1	2	3	-24.55476	-.6744897	-.4172841
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate4_C05	0	2	plate4	5glucose	5	C	F05	826600	820100	823350	.5582309	NA	817848.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	28.01573	79.59014	F	5	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	823350	6500	.9921365	39	1.51		85				2.028		1	2	3	34.83669	.987231	.987231
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_D05	0	2	plate1	5glucose	5	D	G05	193400	202800	198100	3.355277	NA	192598.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	6.663972	18.93174	G	5	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	198100	9400	1.048604	3	.07		91				.956		1	2	3	-26.29314	-.7702081	-.5845898
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_D06	0	1	plate1	5glucose	6	D	G06	189800	200100	194950	3.735932	NA	189448.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	6.556403	18.62614	G	6	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	194950	10300	1.054268	4	.11		92				.958		0	2	3	-26.67731	-.8735691	-.6744897
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate3_D03	0	2	plate3	5glucose	3	D	G16	957200	999300	978250	3.043107	NA	972748.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	33.30543	94.61771	G	16	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	978250	42100	1.043983	96	3.79		98				2.142		1	2	3	48.84282	1.264969	1.264969
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate3_D04	0	1	plate3	5glucose	4	D	G17	320100	341000	330550	4.470891	NA	325048.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	11.18703	31.78133	G	17	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	330550	20900	1.065292	88	3.47		99				2.126		0	2	3	-14.07213	.1108129	.0368705
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate4_D05	0	2	plate4	5glucose	5	D	H05	782300	846800	814550	5.599213	NA	809048.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	27.71522	78.73641	H	5	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	814550	64500	1.082449	88	3.47		110				2.126		1	2	3	32.01867	.8735691	.8735691
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_E06	0	1	plate1	5glucose	6	E	I06	180500	183300	181900	1.088455	NA	176398.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	6.110756	17.3601	I	6	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	181900	2800	1.015512	69	2.71		118				1.088		0	2	3	-29.98622	-.987231	-1.264969
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate3_E04	0	1	plate3	5glucose	4	E	I17	366200	394700	380450	5.297028	NA	374948.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	12.89107	36.62236	I	17	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	380450	28500	1.077826	64	2.51		124				2.078		0	2	3	-11.1954	.185367	.185367
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate4_E05	0	2	plate4	5glucose	5	E	J05	1228000	1195000	1211500	1.926085	NA	1205999	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	41.27072	117.2464	J	5	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	1211500	33000	.973127	95	3.75		133				2.14		1	2	3	68.72147	1.704781	1.704781
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_F05	0	2	plate1	5glucose	5	F	K05	244500	240500	242500	1.166362	NA	236998.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	8.180195	23.23919	K	5	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	242500	4000	.9836401	82	3.23		139				1.114		1	2	3	-25.75715	-.185367	-.4991879
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_F06	0	1	plate1	5glucose	6	F	K06	206800	220700	213750	4.598262	NA	208248.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	7.198407	20.45002	K	6	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	213750	13900	1.067215	98	3.87		140				1.146		0	2	3	-28.62489	-.4172841	-.987231
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate3_F03	0	2	plate3	5glucose	3	F	K16	1129000	1194000	1161500	3.957119	NA	1155999	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	39.56327	112.3956	K	16	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	1161500	65000	1.057573	74	2.91		144				2.098		1	2	3	63.00644	1.449999	1.449999
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate3_F04	0	1	plate3	5glucose	4	F	K17	399300	417800	408550	3.201928	NA	403048.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	13.85066	39.34847	K	17	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	408550	18500	1.046331	6	.19		145				1.962		0	2	3	-10.1193	.2609674	.2609674
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate4_F05	0	2	plate4	5glucose	5	F	L05	1483000	1547000	1515000	2.987118	NA	1509499	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	51.63499	146.6903	L	5	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	1515000	64000	1.043156	44	1.71		153				2.038		1	2	3	96.59396	2.177923	2.177923
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_G05	0	2	plate1	5glucose	5	G	M05	227100	224300	225700	.8772259	NA	220198.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	7.606489	21.60934	M	5	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	225700	2800	.9876706	51	1.99		160				1.052		1	2	3	-29.037	-.3380917	-1.115337
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_G06	0	1	plate1	5glucose	6	G	M06	153600	161000	157300	3.326504	NA	151798.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	5.270687	14.97354	M	6	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	157300	7400	1.048177	56	2.19		161				1.062		0	2	3	-35.75138	-1.264969	-1.704781
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate3_G03	0	2	plate3	5glucose	3	G	M16	671200	705500	688350	3.523464	NA	682848.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	23.40559	66.49316	M	16	20240920_gluGLO_ATP2A3-01	2	20240412	GGTassay	ATP2A3	5glucose		7	688350	34300	1.051103	85	3.35		165				2.12		1	2	3	15.45396	.4991879	.4991879
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_H05	0	2	plate1	5glucose	5	H	O05	151200	152400	151800	.5589777	NA	146298.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	5.082867	14.43996	O	5	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	151800	1200	1.007936	72	2.83		175				1.094		1	2	3	-37.38497	-1.449999	-2.177923
20240412_GGTassay_7dpf_ATP2A3_5glucose_plate1_H06	0	1	plate1	5glucose	6	H	O06	201600	216100	208850	4.909288	NA	203348.8	.9982959	y = 29283.304294058 * x + ( -2544.38668900411 )	-2544.387	29283.3	5501.25	1470875	7.031076	19.97465	O	6	20240920_gluGLO_ATP2A3-01	1	20240412	GGTassay	ATP2A3	5glucose		7	208850	14500	1.071925	48	1.87		176				1.046		0	2	3	-31.92885	-.4991879	-1.449999
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_A01		2	plate03	fasted	1	A	A02	259900	228300	244100	9.153861	NA	231333.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	4.491735	12.76061	A	2	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	244100	31600	.8784148				2						1	1	1	-5.483271	-1.507108	-.4629351
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_A02		2	plate03	fasted	2	A	A04	531700	443300	487500	12.8222	NA	474733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	9.189645	26.10695	A	4	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	487500	88400	.8337408				4						1	1	2	5.754348	-.0583267	.5513477
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_A03		2	plate03	fasted	3	A	A06	730500	554100	642300	19.41984	NA	629533.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	12.17747	34.59509	A	6	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	642300	176400	.7585216				6						1	1	1	16.06099	.441412	1.395747
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_A04		2	plate03	fasted	4	A	A08	353400	283400	318400	15.54569	NA	305633.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	5.925813	16.8347	A	8	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	318400	70000	.8019242				8						1	1	2	-3.808111	-.9674216	-.2957227
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_A05		2	plate03	fasted	5	A	A10			264917.5		NA	252151.3	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	4.893538		A	10	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7		511165					10						1	1	1			
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_A06		2	plate03	fasted	6	A	A15	385800	313700	349750	14.57681	NA	336983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	6.530906	18.55371	A	15	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	349750	72100	.8131156				12						1	1	2	-2.379312	-.7954417	-.1364407
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_A07		2	plate03	fasted	7	A	A17	249200	207500	228350	12.91279	NA	215583.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	4.187741	11.89699	A	17	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	228350	41700	.8326645				14						1	1	2	-9.181136	-1.720887	-.878182
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A12		1	plate03	fasted	12	A	B23	431100	365100	398100	11.72295	NA	385333.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	7.464118	21.20488	B	23	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	398100	66000	.8469033				20						0	1	1	1.655045	-.5513477	.2353289
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A10		1	plate03	fasted	10	A	B22	517500	397800	457650	18.49463	NA	444883.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	8.613504	24.47018	B	22	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	457650	119700	.7686957				21						0	1	2	2.884183	-.1955515	.3989603
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A11		1	plate03	fasted	11	A	B21	230200	189400	209800	13.75117	NA	197033.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	3.829704	10.87984	B	21	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	209800	40800	.8227628				22						0	1	1	-8.815102	-1.813418	-.7690553
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A09		1	plate03	fasted	9	A	B20	337100	229600	283350	26.82689	NA	270583.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	5.249307	14.9128	B	20	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	283350	107500	.6811035				23						0	1	1	-4.854693	-1.174212	-.4200915
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A08		1	plate03	fasted	8	A	B18	510300	422100	466200	13.3777	NA	453433.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	8.778529	24.939	B	18	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	466200	88200	.8271605				25						0	1	2	3.062794	-.1364407	.4200915
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A07		1	plate03	fasted	7	A	B16	397800	365000	381400	6.081044	NA	368633.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	7.141788	20.28917	B	16	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	381400	32800	.9175465				27						0	1	1	.2314635	-.6443017	.1364407
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A06		1	plate03	fasted	6	A	B14	250300	233900	242100	4.789984	NA	229333.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	4.453133	12.65094	B	14	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	242100	16400	.9344786				29						0	1	2	-9.515479	-1.641107	-.9071243
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A05		1	plate03	fasted	5	A	B09	363400	293600	328500	15.02467	NA	315733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	6.120756	17.38851	B	9	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	328500	69800	.8079252				31						0	1	1	-2.95941	-.9071243	-.2353289
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A04		1	plate03	fasted	4	A	B07	767700	519200	643450	27.30842	NA	630683.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	12.19967	34.65814	B	7	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	643450	248500	.6763058				33						0	1	2	12.20151	.4629351	1.06512
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A03		1	plate03	fasted	3	A	B05	552800	473600	513200	10.91248	NA	500433.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	9.685685	27.51615	B	5	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	513200	79200	.8567294				35						0	1	1	6.878019	.0583267	.6684036
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A02		1	plate03	fasted	2	A	B03	491300	440500	465900	7.710029	NA	453133.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	8.772739	24.92255	B	3	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	465900	50800	.8966008				37						0	1	2	2.175706	-.1560812	.2957227
20230831_GGTassay_7dpf_KITA1_fasted_plate03_A01		1	plate03	fasted	1	A	B01	378600	321100	349850	11.62173	NA	337083.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	6.532836	18.55919	B	1	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	KITA1	fasted	1	7	349850	57500	.8481247				39						0	1	1	-2.369152	-.7690553	-.1168527
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_B01		2	plate03	fasted	1	B	C02	834700	723600	779150	10.08273	NA	766383.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	14.81884	42.09897	C	2	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	779150	111100	.8668983				41						1	1	1	21.02552	.9368471	1.641107
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_B02		2	plate03	fasted	2	B	C04	671400	644700	658050	2.869045	NA	645283.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	12.48146	35.4587	C	4	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	658050	26700	.9602324				43						1	1	2	12.27654	.4846749	1.100033
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_B03		2	plate03	fasted	3	B	C06	292000	255400	273700	9.455647	NA	260933.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	5.06305	14.38367	C	6	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	273700	36600	.8746575				45						1	1	1	-6.979998	-1.255486	-.5741128
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_B04		2	plate03	fasted	4	B	C08	575000	500600	537800	9.782213	NA	525033.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	10.16049	28.86504	C	8	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	537800	74400	.8706087				47						1	1	2	5.392663	.1560812	.5288648
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_B05		2	plate03	fasted	5	B	C10			485885		NA	473118.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	9.158473		C	10	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7		944230					49						1	1	1			
20230831_GGTassay_7dpf_ATP2A3_fasted_plate03_B06		2	plate03	fasted	6	B	C15	907200	775800	841500	11.04145	NA	828733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601166.75	16.02227	45.5178	C	15	GTT_DAY4_GLUGLO_plate-01		20230831	GGTassay	ATP2A3	fasted	1	7	841500	131400	.8551587				51						1	1	2	21.75521	1.299424	1.720887
