filename	index	well	batch	tank	plate	Project	column	row	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res	conditions
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_B07	SG050	B07	1	2	1	Size	7	B	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:33:48	3.55	3154.159	712539.7	1046484	314.881	271.1293	251.907	57750.86	.0270439	.0000283	166.3178	13159.18				-57688.46	-2077.291	0	-.9780224	-1.830376	-1.688737	-1.152753	.0248699	.3147018	.1742613	.252295	-.2543868	.2192616				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_B08	SG058	B08	1	2	1	Size	8	B	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:42:51	3.7	3284.239	759045.4	1056443	300.9159	261.4063	244.197	53728.33	.0254761	8.88e-06	164.2041	18751.83	371133.7	82783.2	-12901.28	-32663.35	-36564.59	0	-.3434961	-.8289819	-.9284492	-1.010506	-1.274797	-.1604711	-.5986488	-.1896371	-1.473701	1.078094	.5894558	-.0748947	-.3604395	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_B09	SG066	B09	1	2	1	Size	9	B	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:51:43	3.85	3491.974	859683.3	1215729	326.0287	282.3566	257.0313	62625.73	.0227636	.0000268	166.6696	16179.81	327573.8	59963.99	-26217.27	33670.36	51741.32	0	1.212564	1.438834	1.058818	2.33082	1.422911	.3998826	.8013572	-1.097649	-.3599621	.6423266	-.2822162	-1.366947	-1.060562	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_B10	SG074	B10	1	2	1	Size	10	B	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:01:37	4.016667	3277.441	816796.3	1077228	360.2073	318.2039	296.33	79762.57	.0276324	.0000307	168.0049	4815.063	399889.5	101535	-422.9558	26210.1	-13456.2	0	-.3965496	.439804	.7713894	-.5868384	-.4803868	.7029744	1.830376	.4029407	-.0604375	-.9982012	1.060562	.583285	.1867561	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_B11	SG082	B11	1	2	1	Size	11	B	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:10:10	4.166667	3333.94	771427	1114523	320.7632	276.6194	252.6519	60113.52	.0283172	.0000215	159.4682	13667.6				-28489.07	4533.267	0	.0594808	-.5403832	-.758064	.2197229	.1749599	-.7684312	.4727891	.5874365	-.6967747	.3104769				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_B12	SG090	B12	1	2	1	Size	12	B	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:19:52	4.316667	3356.786	770978.4	1109887	305.8081	275.8005	259.3449	59754.64	.0237117	.0000311	163.6691	20875.24				-32710.31	-7908.41	0	.3017458	-.5518842	-.9438661	.0992389	-.1850694	-.283371	.439804	-.7003002	-.0503552	1.48947				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C03	SG019	C03	1	3	1	Size	3	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:13:10	2.216667	3199.984	831869.5	1027762	348.1463	300.7316		71388.55	.0249586	8.92e-06	164.0346	6729.126				54074.2	-36456.71	1	-.8013572	.7610281	1.422911	-1.323194	-1.231184	-.2317489	1.544242	-.3809343	-1.444514	-.6108146				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C04	SG027	C04	1	3	1	Size	4	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:21:11	2.35	3294.352	804833.4	1059314	325.2702	264.0692	229.3097	54819.95	.0248565	.0000409	166.5961	5712.28	292103.9	80450.44	2007.478	11454.58	-37148.95	1	-.2707787	.1994673	.329122	-.9621617	-1.32098	.3890879	-.4126789	-.4029407	.6339638	-.7825621	-1.281552	-.2168077	.2629455	dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C05	SG035	C05	1	3	1	Size	5	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:29:50	2.483333	2806.02	685324.1	938548.6	295.5081	248.5239	218.0554	48509.52	.035211	4.58e-06	147.2354	18422.85				-27414.32	8941.717	1	-2.516351	-2.33082	-.7060473	-2.019086	.2873955	-2.015764	-1.372331	1.720366	-2.01241	1.032895				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C06	SG043	C06	1	3	1	Size	6	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:25:19	3.416667	2872.266	718042.6	820115.9	338.7927	259.3911	235.0617	52846.07	.0285763	.0000404	164.1293	598.1445				-5635.202	-132126	1	-2.101774	-1.690622	-.0647002	-2.516351	-2.880674	-.1807374	-.7610281	.649121	.5499855	-2.184499				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C07	SG051	C07	1	3	1	Size	7	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:34:59	3.566667	3107.718	728749.4	953113.4	290.9956	253.2934	228.0877	50423.59	.0295238	.0000635	161.0148	9031.982				-33809.67	-79579.21	1	-1.347356	-1.452923	-1.007922	-1.830376	-2.329336	-.5920982	-1.233495	.9593184	1.569782	-.2565571				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C08	SG059	C08	1	3	1	Size	8	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:44:21	3.733333	3114.707	739246.8	1056174	299.286	256.1418	232.4219	51530.15	.0234735	6.33e-06	160.3503	31641.85				-24466.32	21093.2	1	-1.212564	-1.172225	-.5953833	-1.027154	.6435901	-.6776274	-1.027154	-.7669867	-1.8232	2.500646				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C09	SG067	C09	1	3	1	Size	9	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:52:55	3.866667	3427.122	814971.9	1136654	299.546	263.1778	237.8906	54401.25	.0230312	.0000262	163.5587	15551.76				-331.6569	-5174.407	1	.8150918	.3645933	.0547355	.6105433	-.1146404	-.2937822	-.4838977	-.9755887	-.4362566	.484404				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C10	SG075	C10	1	3	1	Size	10	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:02:44	4.033333	3346.52	790268.6	1076810	274.0787	244.5079	224.2188	46954.34	.0244641	.0000408	158.736	23237.91				-11724.83	-37478	1	.1994673	-.0892871	-.2461637	-.6105433	-1.345167	-.8232628	-1.560774	-.5279112	.621704	1.866414				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C11	SG083	C11	1	3	1	Size	11	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:11:37	4.183333	3538.143	870210.6	1197456	306.8634	267.433	237.8906	56225.59	.0271119	.0000508	166.9191	14086.3	356733.4	131890.9	39348.03	36573.6	17692.8	1	1.77986	1.65063	1.094332	1.613116	.5601211	.4325542	-.1391545	.2733908	1.245763	.3322912	.3210821	1.416202	1.420179	dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_C12	SG091	C12	1	3	1	Size	12	C	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:20:48	4.333333	3310.277	816616.8	1080339	365.8944	288.7459	246.1095	65496.83	.0255842	.0000272	166.9556		378416.1	139068.6	41795.36	20608.25	-21565.56	1	-.1291573	.4289162	.6073016	-.4617386	-.6558747	.4435465	1.115066	-.1586004	-.3067468		.7039218	1.659501	1.593219	dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D01	SG004	D01	1	4	1	Size	1	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 09:55:03	1.916667	3303.987	778515	1085782	304.1676	262.4742	240.0415	54132.08	.0229014	.0000185	169.5435	14744.26	354011.8	96361.09	4411.992	-16454.75	-13972.97	0	-.1591918	-.4072907	-.3928308	-.3225507	-.5028363	1.207885	-.5175918	-1.043433	-.9050067	.3875526	.2246877	.4966967	.3406948	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D02	SG012	D02	1	4	1	Size	2	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:05:08	2.083333	3481.469	792840.6	1137940	302.5256	260.1416	226.9531	53175.05	.0229813	.0000183	157.7265	7925.415				-31437.61	-22457.94	0	1.172225	-.0198165	-.8544474	.6225248	-.6933416	-1.039	-.702747	-1.00893	-.9202738	-.3764107				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D03	SG020	D03	1	4	1	Size	3	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:14:09	2.233333	2906.873	758836.1	1039994	264.5381	220.058	194.1406	38071.9	.0262858	.0000189	153.8448	7835.693	282892.5	90110.48	13677.12	29443.32	75926.98	0	-2.019086	-.8430339	.8834668	-1.25498	2.100166	-1.448739	-2.201962	.0969524	-.8604188	-.4099833	-1.663081	.2168077	.5894558	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D04	SG028	D04	1	4	1	Size	4	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:22:10	2.366667	3418.183	758237.9	1123315	306.1821	257.9126	224.2188	52247.93	.0202825	.0000103	164.7154	6430.054				-55589.49	-15458.63	0	.6713834	-.8572543	-1.648713	.418079	-.5485223	-.0799777	-.9159678	-2.32029	-1.338533	-.7073663				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D05	SG036	D05	1	4	1	Size	5	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:30:48	2.5	3147.271	663013.3	1005840	291.147	245.5939	221.4844	47373.05	.0228741	.0000269	154.365	4306.641	556723		135294.4	-106077.2	-40367.32	0	-1.0789	-2.881922	-2.880674	-1.482001	-1.396053	-1.393904	-1.51239	-1.061158	-.3279203	-1.165537	2.677951		2.677951	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D06	SG044	D06	1	4	1	Size	6	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:26:51	3.433333	3417.775	804205.3	1095801	325.5744	277.9255	258.7569	60681.76	.0246499	.0000422	167.5106	14265.75	386281.8	82783.2	-16206.05	-9554.784	-42833.95	0	.6590223	.1893706	-.1951978	-.1391545	-1.542238	.6160696	.5927333	-.470201	.762464	.3432572	.8284646	-.0748947	-.5458266	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D07	SG052	D07	1	4	1	Size	7	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:36:02	3.6	3406.311	792780.8	1126216	309.7812	273.9331	254.2969	59006.96	.02693	.0000269	168.2519	11334.84	338699.3	105542.6	16934.15	-19086.31	-8501.364	0	.5986488	-.0297272	-.4803868	.4617386	-.2155159	.8516249	.3805229	.231311	-.3173158	.0258978	.0371438	.7716892	.7523313	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D08	SG060	D08	1	4	1	Size	8	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:45:27	3.75	3417.747	842546.4	1176700	316.0185	277.8793	254.2969	60741.58	.0265961	.0000382	169.7041	9181.519	358961.5	83231.81	-9797.122	28790.91	38074.77	0	.6467611	1.044092	.8544474	1.192152	1.094332	1.250395	.6225248	.1792727	.4473554	-.2352051	.3604395	-.028063	-.2246877	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D09	SG068	D09	1	4	1	Size	9	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:54:24	3.9	3361.155	790388.2	1114254	312.686	275.1731	255.3633	59545.29	.025865	.0000378	168.0307	17794.8	359918.5	93564.76	327.0329	-14022.07	-5035.075	0	.3434961	-.0793441	-.3081917	.2095844	-.08465	.7158182	.418079	-.0254766	.4252112	.9646688	.3803256	.3137231	.2056849	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D10	SG076	D10	1	4	1	Size	10	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:03:52	4.05	2954.891	685982.1	937860.7	288.0534	235.1339	210.6011	43455.2	.0280879	.0000413	152.9629	22849.12	300717.2	104675.3	24353.22	-51340.02	-42613.13	0	-1.830376	-2.201962	-1.422911	-2.101774	-1.510357	-1.508314	-1.690622	.5162339	.6713336	1.810309	-.9097337	.7467344	.9097337	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_D12	SG092	D12	1	4	1	Size	12	D	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:21:45	4.35	3213.117	773580.3	1115300	305.0172	277.2388	267.7841	60442.5	.0254074	.000034	167.1776	6848.755	328261.7	127823.5	41492.16	-6383.744	46594.27	0	-.7091025	-.4617386	-.094637	.2400691	1.32098	.5221102	.5289531	-.2104284	.1515802	-.5798979	-.243772	1.277311	1.530367	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E01	SG005	E01	1	5	1	Size	1	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 09:56:00	1.933333	3295.556	788354.5	1085064	338.8008	289.5392	271.866	65885.62	.0205817	.0000107	161.6727	16179.81				-5223.135	-11810.25	1	-.2605152	-.1692339	-.0547355	-.354025	-.3607933	-.5567632	1.172225	-2.090361	-1.314271	.6423266				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E02	SG013	E02	1	5	1	Size	2	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:06:18	2.1	3335.32	738439.3	1116497	303.1021	267.681	245.2043	56285.4	.0213856	.0000219	163.991	12291.87				-61704.63	6035.655	1	.0793441	-1.192152	-1.828595	.2605152	.2257079	-.2420197	-.1191729	-1.817728	-.6713336	.1507597				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E03	SG021	E03	1	5	1	Size	3	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:15:08	2.25	3306.789	752645.3	1095771	317.8281	273.3177	243.3594	58677.98	.0220535	.0000196	158.6772	10617.07	285853.3	45668.34	-31410.96	-42787.32	-4941.623	1	-.1491656	-1.027154	-1.189795	-.1491656	-.0746714	-.8373597	.2913927	-1.438097	-.8174792	-.1246174	-1.530367	-2.082318	-1.473038	dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E04	SG029	E04	1	5	1	Size	4	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:23:09	2.383333	3158.517	693548.6	1019328	278.827	243.4081	220.8168	46535.64	.0253712	.000033	154.407	6878.662				-77399.19	-30721.99	1	-.9465395	-2.101774	-2.200411	-1.425024	-1.041553	-1.342966	-1.613116	-.231311	.0806215	-.5495259				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E05	SG037	E05	1	5	1	Size	5	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 10:31:48	2.516667	3052.111	780578.6	1069662	265.3264	233.2171	213.2813	42857.05	.0289047	.0000159	163.0972	10228.27				27202.15	55969.3	1	-1.613116	-.3645933	.8122178	-.7478586	1.575768	-.3676323	-1.733516	.7399182	-1.033853	-.1402914				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E06	SG045	E06	1	5	1	Size	6	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:27:46	3.45	3378.542	775135.5	1146583	312.5244	256.6575	224.5222	51739.5	.0220092	.0000201	160.0408	16149.9				-32145.94	21353.8	1	.4289162	-.439804	-.9132499	.7610281	.6807467	-.7158182	-1.010506	-1.49795	-.8034983	.623345				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E07	SG053	E07	1	5	1	Size	7	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:36:59	3.6	3453.639	810515.8	1184685	320.1861	273.1937	246.0938	58618.16	.0245648	.0000301	166.555	1555.176	334512.3	61728.52	-25966.47	-9166.805	33795.91	1	.9465395	.3121313	-.1749599	1.425024	1.024592	.3783383	.2656434	-.4816124	-.1008384	-1.810309	-.0743389	-1.196906	-1.028523	dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E08	SG061	E08	1	5	1	Size	8	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:46:26	3.766667	3202.752	760510.9	1043104	317.2247	261.5245	229.6875	53862.91	.0238375	.0000289	168.0564	4007.568				-17741.61	-22060.25	1	-.7877721	-.8150918	-.4361906	-1.233495	-.6807467	.7684312	-.5868384	-.6744897	-.2130021	-1.207414				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E09	SG069	E09	1	5	1	Size	9	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 11:55:18	3.916667	3153.333	715979	1086679	296.2729	256.9503	233.446	51859.13	.0202513	.000029	164.9453	14415.28				-54112.76	38400.29	1	-.9941331	-1.77986	-1.542238	-.2913927	1.112617	-.0399569	-.9780224	-2.506447	-.2027155	.3597845				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E10	SG077	E10	1	5	1	Size	10	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:04:54	4.066667	3182.016	707844.3	1099509	296.0226	258.1705	232.4219	52367.55	.0245269	.0000262	166.8194	14863.89				-66983.99	41429.98	1	-.8716502	-1.886048	-1.946562	-.0992389	1.169845	.421614	-.8862291	-.5046266	-.4697212	.4269421				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E11	SG085	E11	1	5	1	Size	11	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:13:49	4.216667	3544.988	849544.7	1213276	328.1647	280.9832	254.2969	62087.4	.0279257	.0000455	168.604	19379.88				14777.38	31174.85	1	1.886048	1.212564	.4144133	2.019086	.9284492	.9727505	.7610281	.470201	.8316217	1.298211				dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_E12	SG093	E12	1	5	1	Size	12	E	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 12:23:08	4.383333	3379.392	760720.2	1079681	309.643	260.4246	235.1563	53294.68	.0272653	.0000389	158.8125		304724.7	96032.1	14835.72	-46701.63	-45839.17	1	.4617386	-.8013572	-1.252693	-.4838977	-1.611169	-.8093277	-.683848	.3052673	.4923245		-.7898256	.4547992	.6571085	dusp6_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_DUSP6_221007_F01	SG006	F01	1	6	1	Size	1	F	insH2Bfabp	Size	DUSP6	221007	1	3	07oct2022 09:57:01	1.95	3346.332	857410.3	1102530	346.6851	290.5934	254.7133	66364.13	.0206159	8.00e-06	167.7724	11903.08	453991.7	98364.87	-15396.3	55447.82	-11693.81	0	.1893706	1.372331	1.450837	-.0495584	-.3501975	.6527085	1.192152	-2.007321	-1.569782	.108974	1.944362	.5179723	-.5032126	Controls
