filename	index	well	batch	tank	plate	Project	column	row	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res	conditions
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_B08	SG657	B08	1	2	1	Size	8	B	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:47:09	3.783333	3366.952	811054.1	1139107	302.8318	273.4689	264.2712	58767.7	.0302169	.0000117	157.7776	24314.57	306369.6	79672.85	-18376.58	8973.226	15574.6	0	.999469	.4972006	.223522	1.150349	.477996	.3957253	.918976	-.4147544	-1.158944	.8922428	-.1278027	-.3467042	-.3921935	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_B09	SG665	B09	1	2	1	Size	9	B	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:56:39	3.933333	3246.84	789042.4	1135877	276.8938	246.3343	229.6875	47672.12	.032757	.0000442	148.3992	15820.92				320.3706	45529.48	0	.0932869	.0682605	.051178	.999469	1.289343	-.7712489	-.6638962	.1230116	.3891258	-.0916108				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_B11	SG681	B11	1	2	1	Size	11	B	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 12:31:39	4.516667	3059.18	702191.8	997196.6	260.4407	223.9124	208.2363	39387.82	.0400015	.0000758	153.1095	20366.82	326527.1	97826.54	-3439.688	-65658.87	-41303.46	0	-.8440372	-1.289343	-1.465234	-1.183815	-1.214676	-.0350649	-1.520528	.9489278	1.125061	.4542693	.2577366	.1707672	.085073	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_B12	SG689	B12	1	2	1	Size	12	B	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 13:12:48	5.2	3409.971	824990.9	1058626	308.8258	260.9006	230.2786	53504.03	.0284181	.0001228						18125.48	-76791.16	0	1.520528	1.146228	.6374841	-.3365098	-1.781505		.2481039	-.6800015	1.447034					Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C01	SG602	C01	1	3	1	Size	1	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 09:54:07	1.9	3219.149	767539.1	1048458	333.0663	269.0857	244.9219	56868.59	.0289885	.0000199	155.6645	14205.93	296679.7	66124.88	-30378.2	-18103.2	-34238.96	1	-.0254078	-.4028279	-.440101	-.5224582	-1.023392	.1406937	.6851596	-.5940965	-.8391085	-.3355287	-.5341752	-.9902869	-.9231439	gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C02	SG610	C02	1	3	1	Size	2	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 10:05:59	2.083333	2990.213	764518.4	1031979	271.8467	235.1051	213.2813	43425.29	.044016	.0000487	135.1493	22131.35	301405	107232.4	9975.196	4338.332	12533.09	1	-1.056937	-.4972006	.136841	-.7735631	.3661064	-1.859636	-1.027779	1.163183	.5468132	.8132785	-.4385096	.3921935	.5838488	gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C04	SG626	C04	1	3	1	Size	4	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:08:49	3.133333	3400.476	840722.1	1128938	326.3938	289.0135	278.9063	65616.45	.0301327	.0000509	162.8589	21622.93	362356	62625.73	-44358.18	34912.68	-3856.026	1	1.255053	1.573313	.9405437	.8934399	-.1540745	.9767936	1.638337	-.433935	.6094088	.6918188	.7999689	-1.140118	-1.56049	gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C05	SG634	C05	1	3	1	Size	5	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:19:10	3.316667	2949.086	673750	962623.9	278.5042	239.9486	213.2813	45219.73	.034561	.0000436	145.4595	21264.04				-81855.96	-45459.08	1	-1.118125	-1.980752	-1.871871	-1.375686	-1.329529	-.9767936	-.8934399	.3957253	.3513149	.6236663				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C06	SG642	C06	1	3	1	Size	6	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:28:57	3.466667	2915.54	707814.3	1023545	297.2072	259.3214	237.8906	52816.16	.0229337	.0000105	158.0933	25660.4				-44060.66	24730.18	1	-1.218661	-1.251137	-.9950172	-.8934399	.7234756	.4532765	.1103117	-2.108763	-1.447034	1.119859				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C08	SG658	C08	1	3	1	Size	8	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:48:38	3.8	3123.926	774896.3	1087696	282.1649	252.9923	240.625	50303.95	.0336874	4.64e-06	142.6291	34034.42				-155.3118	31307.8	1	-.5031414	-.294066	.0341104	.0593131	.8887273	-1.314104	-.3186394	.2298841	-2.694839	1.84051				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C09	SG666	C09	1	3	1	Size	9	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:57:38	3.95	3300.275	802799.7	1113865	312.34	261.5722	233.9068	53743.29	.0328868	.0000443	159.543	9241.333	289202.9	97766.73	2456.825	8134.607	8754.443	1	.4276322	.294066	.206072	.5419719	.2410404	.6580757	.2831954	.1406937	.4082385	-1.007138	-.8599248	.1278027	.3467042	gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C10	SG674	C10	1	3	1	Size	10	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 12:07:34	4.116667	3213.545	728749.4	1054140	283.1425	252.6157	235.1563	50124.51	.0326118	.0000402	146.6237	14923.71				-56269.61	-27008.3	1	-.076289	-1.082768	-1.251137	-.4462656	-.8151858	-.8694237	-.3725821	.0526109	.1864235	-.287509				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C11	SG682	C11	1	3	1	Size	11	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 12:32:38	4.533333	3225.253	806747.4	1107883	288.341	252.541	229.024	50094.61	.0314841	.0000102	143.7635	30296.02				20426.32	23500.3	1	-.0084684	.4028279	.7458098	.3907988	.7014965	-1.129371	-.3907988	-.070173	-1.499273	1.480702				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_C12	SG690	C12	1	3	1	Size	12	C	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 13:13:42	5.216667	3166.766	829746.1	1030483	290.2799	231.3527	231.0376	42408.45	.0263335	.0000402		12650.76	690378.4	149984.7	-9346.118	49929.86	-37740.78	1	-.3365098	1.329529	1.289343	-.7966133	-1.082768		-1.218661	-1.235127	.1684908	-.4849142	2.387809	1.225627	-.085073	gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D01	SG603	D01	1	4	1	Size	1	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 09:55:05	1.916667	3268.536	737512.2	1122089	292.1065	258.505	243.0664	52517.09	.0325983	.0000424	147.2822	14026.49	331581.4	74797.98	-27274.83	-53622.89	25747.86	0	.1960199	-.8887273	-1.179761	.7286493	.7458098	-.8193489	.0423544	.0350649	.3139999	-.3549491	.4385096	-.6878846	-.7427598	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D02	SG611	D02	1	4	1	Size	2	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 10:06:56	2.1	2917.049	833095.7	1124362	320.7548	281.6914	250.2232	62356.57	.0518855	.0000393	156.9812	13996.58				81052.88	125130.4	0	-1.183815	1.371985	1.781505	.8440372	2.11991	.3025435	1.333303	1.502891	.1327815	-.3745042				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D04	SG627	D04	1	4	1	Size	4	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:10:26	3.166667	3096.427	761587.5	1055964	291.3865	260.3472	237.8906	53234.86	.0310943	.0000304	155.5578					-10405.69	7173.656	0	-.7286493	-.5361763	-.2586331	-.3907988	.206072	.1230116	.178783	-.2119221	-.2955083					Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D05	SG635	D05	1	4	1	Size	5	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:20:05	3.333333	3113.576	816317.8	1051777	308.1121	250.5047	227.1396	49317.02	.0353142	.0000582	159.2786	16359.25	476691.3	115352.2	-9877.763	42417.24	-1751.352	0	-.6222404	.7916386	1.023392	-.5031414	-.0682605	.6364617	-.5031414	.4532765	.8391085	.0182976	1.952765	.7427598	-.1278027	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D06	SG643	D06	1	4	1	Size	6	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:29:53	3.483333	3191.43	785124.5	1136534	292.488	255.2365	232.4219	51171.27	.0362548	.0000357	149.6713	21802.37	302272.3	77818.6	-19576.97	2565.159	61496.12	0	-.1960199	.0170527	.1196481	1.087022	1.781505	-.5324627	-.178783	.5733119	-.0088263	.7271186	-.2577366	-.4385096	-.4857863	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D07	SG651	D07	1	4	1	Size	7	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:40:01	3.666667	3314.303	814463.5	1086350	346.0731	310.1133	288.4443	75545.66	.020435	5.53e-06	171.2737	13428.34	419867.6	92024.54	-24137.28	18238.22	-22635.89	0	.5419719	.7014965	.6585199	.0084684	-.6374841	2.108763	2.321307	-2.697177	-2.10592	-.3942037	1.56049	-.1707672	-.6878846	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D08	SG659	D08	1	4	1	Size	8	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:49:37	3.816667	3393.68	797894.9	1106508	284.1759	241.6324	217.6886	45877.69	.0260808	.0000411	150.4199	17316.29				-7158.613	-24408.68	0	1.087022	.1886844	-.1196481	.3544883	-.7234756	-.4147544	-.8200946	-1.356862	.2588193	.1284281				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D09	SG667	D09	1	4	1	Size	9	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:59:12	3.983333	3115.354	676471.6	1069961	278.7765	240.2511	220.0306	45339.36	.0364289	.0000307	146.7738	20277.1				-97626.68	15941.09	0	-.5816376	-1.781505	-2.318758	-.1960199	.5165903	-.8441217	-.8561915	.6151411	-.2406077	.4140573				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D10	SG675	D10	1	4	1	Size	10	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 12:08:59	4.133333	3362.01	747979.8	1090806	284.4213	255.3765	237.8906	51231.08	.0411119	.0000499	151.0281	18542.48	287737.4	76756.9	-18319.14	-53551.45	-31360.29	0	.918976	-.7234756	-1.146228	.0932869	-.9405437	-.3209454	-.161599	1.034935	.5882894	.2213531	-1.06222	-.4857863	-.3467042	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D11	SG683	D11	1	4	1	Size	11	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 12:34:09	4.566667	3404.715	798283.7	1291962	323.1623	276.3507	257.0313	60053.71	.0296722	.0000157	158.0363	4216.919	402431.6	171129.2	57749.83	-7997.125	157997.1	0	1.420695	.206072	-.1886844	2.708601	2.706351	.4147544	1.150349	-.4532765	-1.060907	-1.480702	1.140118	1.430609	1.321182	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_D12	SG691	D12	1	4	1	Size	12	D	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 13:14:41	5.233333	3185.448	775584.1	1067210	293.2352	263.4476	248.8281	54580.69	.03692	.0000419	156.5241	11215.21				-6309.935	-6176.124	0	-.2133152	-.2586331	-.085363	-.2306747	-.2586331	.2298841	.4462656	.7022593	.2771172	-.6015928				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E01	SG604	E01	1	5	1	Size	1	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 09:56:05	1.933333	3171.439	778515	1057250	302.3083	256.7065	220.7898	51769.41	.047569	.0000212	143.6674	7327.271				-1821.009	-12264.87	1	-.3008702	-.1540745	-.0170527	-.3725821	-.4028279	-1.163183	-.0593131	1.356862	-.7195031	-1.210004				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E02	SG612	E02	1	5	1	Size	2	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 10:07:52	2.116667	2812.134	676411.8	996598.5	277.0445	235.9841	216.9858	43754.27	.043722	.000139	140.5133	20964.96	295393.7	105901.5	9603.64	-63962.48	26352.9	1	-1.420695	-1.871871	-1.41707	-1.218661	.8151858	-1.502891	-.999469	1.096804	1.555957	.5370387	-.5838488	.3019215	.4857863	gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E03	SG620	E03	1	5	1	Size	3	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:01:37	3.016667	3287.684	748637.7	1108362	302.8337	259.9546	232.4219	53085.33	.0364007	.0000575	145.5966	4037.476				-44626.96	6730.389	1	.3186394	-.6798513	-1.023392	.4091461	.1713538	-.9489278	.161599	.5940965	.7899149	-1.537841				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E04	SG628	E04	1	5	1	Size	4	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:11:47	3.183333	3209.579	726775.5	1055396	271.0407	242.6965	226.9531	46266.48	.0313335	.0000265	140.5695	5293.579	310616.5	114126	15398.82	-57802.36	-24656.36	1	-.1103117	-1.113937	-1.329529	-.4276322	-.7685224	-1.402255	-.7735631	-.1230116	-.4469245	-1.379037	0	.5341752	.7427598	gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E05	SG636	E05	1	5	1	Size	5	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:21:33	3.35	2630.105	683739	916806	247.0198	216.5693	207.2953	36845.7	.0553236	.000287	133.6854	15581.67	192273.6	79971.92	130.3271	-36390.02	-3148.171	1	-2.321307	-1.703709	-.7916386	-1.874869	-.136841	-1.969018	-1.706915	1.690622	2.10592	-.1654204	-2.387809	-.3019215	.2577366	gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E07	SG652	E07	1	5	1	Size	7	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:41:25	3.683333	3366.709	771277.4	1104653	299.9081	268.5971	243.6819	56734.01	.0271326	.0000161	163.4198	20665.89				-30776.38	-18811.41	1	.9719386	-.3479321	-.6167268	.3365098	-.5559701	1.065359	.6638962	-.9489278	-1.030411	.4952298				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E08	SG660	E08	1	5	1	Size	8	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:50:31	3.833333	3337.604	824811.4	1160580	283.3326	251.4923	239.7672	49675.9	.0365327	.0000358	147.82	9091.797				25994.57	45156.21	1	.7286493	1.113937	.8151858	1.468782	1.179761	-.7950689	-.4840105	.6364617	.0088263	-1.038				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E09	SG668	E09	1	5	1	Size	9	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 12:00:09	4	3102.306	764697.9	1100078	279.4616	248.919	232.4219	48748.78	.0441408	.0000321	148.5365	15222.78				-7949.162	49662.54	1	-.6851596	-.477996	-.1713538	.2481039	1.371985	-.7478586	-.5518063	1.19838	-.1864235	-.2213531				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E10	SG676	E10	1	5	1	Size	10	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 12:10:19	4.166667	3152.323		827652.6	298.3951	220.7848		38595.28	.0374348	.0000873	166.8671	9899.292						1	-.4462656			-2.708601		1.768825	-1.576699	.7712489	1.310163	-.8922428				gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_E12	SG692	E12	1	5	1	Size	12	E	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 13:16:15	5.266667	3212.791	733624.3	1002191	354.0963	298.6845	275.2742	70072.63	.0302626	.0000287	150.9275	2332.764	288694.5	201754.2	106525.4	-51310.83	-78748.69	1	-.0932869	-.9950172	-1.082768	-1.118125	-2.318758	-.3394567	2.122643	-.3957253	-.3513149	-1.84051	-.9902869	1.952765	1.952765	gck_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F01	SG605	F01	1	6	1	Size	1	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 09:58:03	1.966667	3207.81	836714.5	1037900	313.3598	274.0967	252.4161	59036.87	.0314108	.0000409	166.5704	33316.65	464519	59515.38	-63772.06	52333.4	-41663.35	0	-.1273686	1.41707	1.371985	-.6851596	-1.251137	1.621572	.999469	-.1053679	.2406077	1.748994	1.72379	-1.225627	-2.387809	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F02	SG613	F02	1	6	1	Size	2	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 10:08:48	2.133333	3287.057	754021	1053542	289.0667	246.4579	218.75	47731.93	.0317615	.0000482	162.1668	11723.63	290488.9	125520.6	30005.5	-39173.98	-47916.53	0	.3008702	-.6167268	-.9143286	-.4650553	-1.371985	.8193489	-.6429288	-.0526109	.5062573	-.526501	-.7427598	.8599248	1.06222	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F03	SG621	F03	1	6	1	Size	3	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:02:36	3.033333	3165.504	778784.2	1093648	297.5781	253.3014	226.5659	50393.68	.0224279	.000018	164.288	19888.3	309121.1	63463.13	-35025.39	-891.6461	25772.21	0	-.3544883	-.136841	0	.161599	.7916386	1.235127	-.3008702	-2.308362	-.9721299	.3745042	-.042498	-1.06222	-1.140118	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F04	SG629	F04	1	6	1	Size	4	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:13:03	3.216667	3161.381	750850.8	1034760	266.7343	234.8969	211.8303	43335.57	.0334723	.0000536	158.356	28531.49				-28366.46	-31976.04	0	-.4091461	-.6585199	-.5759842	-.7509168	-.9674216	.4727891	-1.056937	.1940281	.6968199	1.289915				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F05	SG637	F05	1	6	1	Size	5	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:22:37	3.366667	3054.159	701384.3	1043942	314.0528	262.0186	229.6875	53952.64	.0321363	.0000358	145.3743	16957.4				-65907.93	6828.748	0	-.8934399	-1.371985	-1.517059	-.5816376	.1886844	-1.005439	.3097425	-.0175298	.0264816	.0732517				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F06	SG645	F06	1	6	1	Size	6	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:32:22	3.533333	3309.153	812549.4	1102650	301.6399	268.1605	257.0313	56494.75	.0277072	.0000119	162.2218	11155.4				16896.96	-4913.619	0	.4650553	.6167268	.5759842	.3008702	-.223522	.8441217	.6429288	-.8441217	-1.125061	-.6236663				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F07	SG653	F07	1	6	1	Size	7	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:42:21	3.7	3107.27	735957	1068884	303.4664	259.0273	234.1138	52696.53	.0360887	.0000304	160.5914	18961.18				-37242.06	17098	0	-.6638962	-.9405437	-.8151858	-.2133152	.5962318	.7478586	.076289	.5527719	-.2588193	.2779876				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F08	SG661	F08	1	6	1	Size	8	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 11:52:07	3.866667	3428.462	823555.3	1113267	298.9613	265.1276	247.807	55208.74	.0312544	.0000476	160.8195	26946.41				14633.36	-27259.39	0	1.706915	1.052616	.4028279	.5224582	-.8636957	.7712489	.5419719	-.15842	.4862914	1.1728				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F09	SG669	F09	1	6	1	Size	9	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 12:01:51	4.016667	3016.428	692412.1	1040173	288.751	253.6606	235.1563	50543.21	.0417379	.0000382	149.3414	17555.54				-70683.64	13484.82	0	-.999469	-1.517059	-1.635039	-.601815	.4213913	-.6151411	-.2393802	1.065359	.114993	.1468991				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F11	SG685	F11	1	6	1	Size	11	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 12:36:19	4.6	3273.226	760540.8	1109409	268.3881	241.9828	224.2188	45997.31	.0279623	.0000107	151.7377	20845.34				-31115.92	11771.56	0	.2306747	-.5559701	-.6798513	.4840105	.3479321	-.2298841	-.7966133	-.7248705	-1.352998	.5160215				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_GCK_221014_F12	SG693	F12	1	6	1	Size	12	F	insH2Bfabp	Size	GCK	221014	1	3	14oct2022 13:17:43	5.283333	3200.344	783330.1	1136445	294.3188	263.7355	244.991	54670.41	.0351933	.0000283	151.7137	24793.09				-220.696	58943.7	0	-.161599	-.0170527	.0170527	1.056937	1.635039	-.2479206	.4650553	.433935	-.3701542	1.007138				Controls
